,portRet,CompoundAnnualReturn,Min_monthly,Max_monthly,portStdDev_monthly,portVaR,portCVaR,growth_multiplier,wealth_index,peak_wealth_index,drawdown,drawdown_pct
12/30/1994,0.01593447,NA,NA,NA,NA,NA,NA,1,1000,1000,0,0
1/31/1995,0.011371079,NA,NA,NA,NA,NA,NA,1.011371079,1011.371079,1011.371079,0,0
2/28/1995,0.045379016,NA,NA,NA,NA,NA,NA,1.045379016,1057.266104,1057.266104,0,0
3/31/1995,0.032963882,NA,NA,NA,NA,NA,NA,1.032963882,1092.117699,1092.117699,0,0
4/28/1995,0.010442018,NA,NA,NA,NA,NA,NA,1.010442018,1103.521613,1103.521613,0,0
5/31/1995,0.028446495,NA,NA,NA,NA,NA,NA,1.028446495,1134.912934,1134.912934,0,0
6/30/1995,0.016387588,NA,NA,NA,NA,NA,NA,1.016387588,1153.51142,1153.51142,0,0
7/31/1995,0.029137878,NA,NA,NA,NA,NA,NA,1.029137878,1187.122295,1187.122295,0,0
8/31/1995,0.003064038,NA,NA,NA,NA,NA,NA,1.003064038,1190.759683,1190.759683,0,0
9/29/1995,0.029732655,NA,NA,NA,NA,NA,NA,1.029732655,1226.16413,1226.16413,0,0
10/31/1995,-0.021412192,NA,NA,NA,NA,NA,NA,0.978587808,1199.909269,1226.16413,-26.25486137,-0.021412192
11/30/1995,0.047972575,0.277509155,-0.021412192,0.047972575,0.019150087,0.007950265,0.021412192,1.047972575,1257.472006,1257.472006,0,0
12/29/1995,-0.001764727,0.255252911,-0.021412192,0.047972575,0.020209899,0.010606086,0.021412192,0.998235273,1255.252911,1257.472006,-2.219094732,-0.001764727
1/31/1996,0.018860607,0.264548462,-0.021412192,0.047972575,0.02005751,0.010606086,0.021412192,1.018860607,1278.927743,1278.927743,0,0
2/29/1996,0.013613433,0.226123051,-0.021412192,0.047972575,0.018423709,0.010606086,0.021412192,1.013613433,1296.338341,1296.338341,0,0
3/29/1996,0.038523521,0.232722314,-0.021412192,0.047972575,0.018917074,0.010606086,0.021412192,1.038523521,1346.277858,1346.277858,0,0
4/30/1996,0.026500681,0.252313613,-0.021412192,0.047972575,0.01892108,0.010606086,0.021412192,1.026500681,1381.955138,1381.955138,0,0
5/31/1996,0.02484783,0.247931608,-0.021412192,0.047972575,0.018787324,0.010606086,0.021412192,1.02484783,1416.293723,1416.293723,0,0
6/28/1996,0.007995739,0.237628005,-0.021412192,0.047972575,0.019039319,0.010606086,0.021412192,1.007995739,1427.618038,1427.618038,0,0
7/31/1996,-0.047999578,0.14486349,-0.047999578,0.047972575,0.02652148,0.033376516,0.047999578,0.952000422,1359.092974,1427.618038,-68.52506406,-0.047999578
8/30/1996,0.033870575,0.180025033,-0.047999578,0.047972575,0.027098365,0.033376516,0.047999578,1.033870575,1405.126234,1427.618038,-22.49180384,-0.015754777
9/30/1996,0.059982548,0.214689983,-0.047999578,0.059982548,0.029930737,0.033376516,0.047999578,1.059982548,1489.409286,1489.409286,0,0
10/31/1996,0.050719968,0.304225343,-0.047999578,0.059982548,0.028791516,0.02257041,0.047999578,1.050719968,1564.952077,1564.952077,0,0
11/29/1996,0.073711868,0.33625847,-0.047999578,0.073711868,0.03165677,0.02257041,0.047999578,1.073711868,1680.307619,1680.307619,0,0
12/31/1996,-0.013882027,0.320038001,-0.047999578,0.073711868,0.032758885,0.029234925,0.047999578,0.986117973,1656.981543,1680.307619,-23.32607546,-0.013882027
1/31/1997,0.020393898,0.322024535,-0.047999578,0.073711868,0.032740447,0.029234925,0.047999578,1.020393898,1690.773855,1690.773855,0,0
2/28/1997,-0.016932191,0.282184825,-0.047999578,0.073711868,0.034749145,0.030912516,0.047999578,0.983067809,1662.145349,1690.773855,-28.6285063,-0.016932191
3/31/1997,-0.034446837,0.192093957,-0.047999578,0.073711868,0.037750147,0.040545571,0.047999578,0.965553163,1604.889699,1690.773855,-85.88415626,-0.050795768
4/30/1997,0.040420706,0.208259536,-0.047999578,0.073711868,0.038331758,0.040545571,0.047999578,1.040420706,1669.760474,1690.773855,-21.01338161,-0.012428263
5/30/1997,0.065946613,0.256713556,-0.047999578,0.073711868,0.040890549,0.040545571,0.047999578,1.065946613,1779.875521,1779.875521,0,0
6/30/1997,0.051767346,0.311285585,-0.047999578,0.073711868,0.041669045,0.040545571,0.047999578,1.051767346,1872.014953,1872.014953,0,0
7/31/1997,0.086184369,0.496110582,-0.034446837,0.086184369,0.038590354,0.024813782,0.034446837,1.086184369,2033.35338,2033.35338,0,0
