,portRet,CompoundAnnualReturn,Min_monthly,Max_monthly,portStdDev_monthly,portVaR,portCVaR,growth_multiplier,wealth_index,peak_wealth_index,drawdown,drawdown_pct
12/30/1994,-0.003065002,NA,NA,NA,NA,NA,NA,1,1000,1000,0,0
1/31/1995,0.009479628,NA,NA,NA,NA,NA,NA,1.009479628,1009.479628,1009.479628,0,0
2/28/1995,0.031182125,NA,NA,NA,NA,NA,NA,1.031182125,1040.957348,1040.957348,0,0
3/31/1995,0.038080057,NA,NA,NA,NA,NA,NA,1.038080057,1080.597063,1080.597063,0,0
4/28/1995,0.027580941,NA,NA,NA,NA,NA,NA,1.027580941,1110.400947,1110.400947,0,0
5/31/1995,0.034810555,NA,NA,NA,NA,NA,NA,1.034810555,1149.05462,1149.05462,0,0
6/30/1995,0.058906669,NA,NA,NA,NA,NA,NA,1.058906669,1216.7416,1216.7416,0,0
7/31/1995,0.054066933,NA,NA,NA,NA,NA,NA,1.054066933,1282.527087,1282.527087,0,0
8/31/1995,0.009287634,NA,NA,NA,NA,NA,NA,1.009287634,1294.438729,1294.438729,0,0
9/29/1995,0.020520309,NA,NA,NA,NA,NA,NA,1.020520309,1321.001012,1321.001012,0,0
10/31/1995,-0.035929834,NA,NA,NA,NA,NA,NA,0.964070166,1273.537665,1321.001012,-47.46334707,-0.035929834
11/30/1995,0.043734922,0.325161625,-0.035929834,0.058906669,0.026380006,0.017854176,0.035929834,1.043734922,1329.235735,1329.235735,0,0
12/29/1995,-0.021338268,0.300872147,-0.035929834,0.058906669,0.028527761,0.027904473,0.035929834,0.978661732,1300.872147,1329.235735,-28.36358835,-0.021338268
1/31/1996,0.039757797,0.339890296,-0.035929834,0.058906669,0.028607283,0.027904473,0.035929834,1.039757797,1352.591958,1352.591958,0,0
2/29/1996,0.022297233,0.328345506,-0.035929834,0.058906669,0.028549205,0.027904473,0.035929834,1.022297233,1382.751016,1382.751016,0,0
3/29/1996,0.021687529,0.307369339,-0.035929834,0.058906669,0.028220959,0.027904473,0.035929834,1.021687529,1412.739468,1412.739468,0,0
4/30/1996,0.055572525,0.342982435,-0.035929834,0.058906669,0.029753868,0.027904473,0.035929834,1.055572525,1491.248968,1491.248968,0,0
5/31/1996,0.023506785,0.328312345,-0.035929834,0.058906669,0.029603303,0.027904473,0.035929834,1.023506785,1526.303437,1526.303437,0,0
6/28/1996,-0.025384675,0.222575705,-0.035929834,0.055572525,0.030637731,0.030129997,0.035929834,0.974615325,1487.55872,1526.303437,-38.74471669,-0.025384675
7/31/1996,-0.060674534,0.089491054,-0.060674534,0.055572525,0.035624155,0.047064949,0.060674534,0.939325466,1397.301788,1526.303437,-129.0016488,-0.084519006
8/30/1996,0.042802374,0.125669055,-0.060674534,0.055572525,0.037040981,0.047064949,0.060674534,1.042802374,1457.109622,1526.303437,-69.19381511,-0.045334246
9/30/1996,0.084353102,0.196078825,-0.060674534,0.084353102,0.042747487,0.047064949,0.060674534,1.084353102,1580.021338,1580.021338,0,0
10/31/1996,0.016278685,0.260851604,-0.060674534,0.084353102,0.039532614,0.041265112,0.060674534,1.016278685,1605.742008,1605.742008,0,0
11/29/1996,0.102379115,0.331694903,-0.060674534,0.102379115,0.045827871,0.041265112,0.060674534,1.102379115,1770.136453,1770.136453,0,0
12/31/1996,-0.028980092,0.32129644,-0.060674534,0.102379115,0.046578825,0.043242591,0.060674534,0.971019908,1718.837736,1770.136453,-51.29871727,-0.028980092
1/31/1997,0.083445454,0.376813547,-0.060674534,0.102379115,0.049498498,0.043242591,0.060674534,1.083445454,1862.266931,1862.266931,0,0
2/28/1997,-0.022650088,0.316279215,-0.060674534,0.102379115,0.051632693,0.043242591,0.060674534,0.977349912,1820.086421,1862.266931,-42.18050987,-0.022650088
3/31/1997,-0.041700994,0.234613351,-0.060674534,0.102379115,0.055059906,0.050239087,0.060674534,0.958299006,1744.187009,1862.266931,-118.0799228,-0.063406551
4/30/1997,0.040899738,0.21745184,-0.060674534,0.102379115,0.054333944,0.050239087,0.060674534,1.040899738,1815.5238,1862.266931,-46.74313114,-0.025100124
5/30/1997,0.11101655,0.321543895,-0.060674534,0.11101655,0.060665029,0.050239087,0.060674534,1.11101655,2017.076989,2017.076989,0,0
6/30/1997,0.023855203,0.388311428,-0.060674534,0.11101655,0.058565197,0.050239087,0.060674534,1.023855203,2065.19477,2065.19477,0,0
7/31/1997,0.11351865,0.6457668,-0.041700994,0.11351865,0.055770774,0.034704498,0.041700994,1.11351865,2299.632892,2299.632892,0,0
8/29/1997,-0.026283719,0.536734062,-0.041700994,0.11351865,0.059331704,0.034704498,0.041700994,0.973716281,2239.189988,2299.632892,-60.44290474,-0.026283719
9/30/1997,0.04266192,0.477649748,-0.041700994,0.11351865,0.057565736,0.034704498,0.041700994,1.04266192,2334.718132,2334.718132,0,0
10/31/1997,-0.076548416,0.34268092,-0.076548416,0.11351865,0.065878972,0.057382334,0.076548416,0.923451584,2155.999157,2334.718132,-178.7189748,-0.076548416
11/28/1997,0.000524905,0.218624049,-0.076548416,0.11351865,0.061684173,0.057382334,0.076548416,1.000524905,2157.130852,2334.718132,-177.58728,-0.076063692
12/31/1997,0.006123939,0.262679393,-0.076548416,0.11351865,0.060048115,0.057382334,0.076548416,1.006123939,2170.340989,2334.718132,-164.3771423,-0.070405562
1/30/1998,0.006465347,0.172964498,-0.076548416,0.11351865,0.056823702,0.057382334,0.076548416,1.006465347,2184.372997,2334.718132,-150.3451347,-0.064395411
2/27/1998,0.08871821,0.306622933,-0.076548416,0.11351865,0.059192159,0.057382334,0.076548416,1.08871821,2378.166659,2378.166659,0,0
3/31/1998,0.030294466,0.404787409,-0.076548416,0.11351865,0.055446016,0.048902833,0.076548416,1.030294466,2450.211948,2450.211948,0,0
4/30/1998,0.033792029,0.395194919,-0.076548416,0.11351865,0.055358099,0.048902833,0.076548416,1.033792029,2533.009581,2533.009581,0,0
5/29/1998,-0.039533333,0.206137041,-0.076548416,0.11351865,0.052175474,0.05619012,0.076548416,0.960466667,2432.87127,2533.009581,-100.1383113,-0.039533333
6/30/1998,0.003930988,0.182665622,-0.076548416,0.11351865,0.052253265,0.05619012,0.076548416,1.003930988,2442.434858,2533.009581,-90.5747235,-0.03575775
7/31/1998,-0.010798816,0.050628325,-0.076548416,0.08871821,0.042407257,0.05619012,0.076548416,0.989201184,2416.059453,2533.009581,-116.9501281,-0.046170425
8/31/1998,-0.16722714,-0.101447956,-0.16722714,0.08871821,0.065223322,0.117353842,0.16722714,0.83277286,2012.028741,2533.009581,-520.9808406,-0.205676617
9/30/1998,0.083538843,-0.066220772,-0.16722714,0.08871821,0.068999507,0.117353842,0.16722714,1.083538843,2180.111294,2533.009581,-352.8982875,-0.13931976
