,portRet,CompoundAnnualReturn,Min_monthly,Max_monthly,portStdDev_monthly,portVaR,portCVaR,growth_multiplier,wealth_index,peak_wealth_index,drawdown,drawdown_pct
12/30/1994,-0.004042225,NA,NA,NA,NA,NA,NA,1,1000,1000,0,0
1/31/1995,0.01213175,NA,NA,NA,NA,NA,NA,1.01213175,1012.13175,1012.13175,0,0
2/28/1995,0.020477625,NA,NA,NA,NA,NA,NA,1.020477625,1032.857804,1032.857804,0,0
3/31/1995,0.038387325,NA,NA,NA,NA,NA,NA,1.038387325,1072.506453,1072.506453,0,0
4/28/1995,0.051400675,NA,NA,NA,NA,NA,NA,1.051400675,1127.634008,1127.634008,0,0
5/31/1995,0.021380675,NA,NA,NA,NA,NA,NA,1.021380675,1151.743585,1151.743585,0,0
6/30/1995,0.071135475,NA,NA,NA,NA,NA,NA,1.071135475,1233.673411,1233.673411,0,0
7/31/1995,0.068968625,NA,NA,NA,NA,NA,NA,1.068968625,1318.75817,1318.75817,0,0
8/31/1995,0.015233425,NA,NA,NA,NA,NA,NA,1.015233425,1338.847374,1338.847374,0,0
9/29/1995,0.026315525,NA,NA,NA,NA,NA,NA,1.026315525,1374.079846,1374.079846,0,0
10/31/1995,-0.030050475,NA,NA,NA,NA,NA,NA,0.969949525,1332.788094,1374.079846,-41.29175205,-0.030050475
11/30/1995,0.028486825,0.365214095,-0.030050475,0.071135475,0.028742759,0.015745938,0.030050475,1.028486825,1370.754995,1374.079846,-3.324850865,-0.002419693
12/29/1995,-0.01824795,0.345741526,-0.030050475,0.071135475,0.030368441,0.023559086,0.030050475,0.98175205,1345.741526,1374.079846,-28.33831947,-0.020623488
1/31/1996,0.034065275,0.374904583,-0.030050475,0.071135475,0.030152068,0.023559086,0.030050475,1.034065275,1391.584581,1391.584581,0,0
2/29/1996,0.0217431,0.376609576,-0.030050475,0.071135475,0.030128256,0.023559086,0.030050475,1.0217431,1421.841944,1421.841944,0,0
3/29/1996,0.01981865,0.351992735,-0.030050475,0.071135475,0.029989255,0.023559086,0.030050475,1.01981865,1450.020932,1450.020932,0,0
4/30/1996,0.055349175,0.357070098,-0.030050475,0.071135475,0.030314926,0.023559086,0.030050475,1.055349175,1530.278394,1530.278394,0,0
5/31/1996,0.03011055,0.368669155,-0.030050475,0.071135475,0.030293941,0.023559086,0.030050475,1.03011055,1576.355918,1576.355918,0,0
6/28/1996,-0.021161675,0.250734248,-0.030050475,0.068968625,0.029756853,0.025161635,0.030050475,0.978838325,1542.997587,1576.355918,-33.35833163,-0.021161675
7/31/1996,-0.0592011,0.100770759,-0.0592011,0.055349175,0.033092115,0.043168256,0.0592011,0.9407989,1451.650432,1576.355918,-124.7054861,-0.079109981
8/30/1996,0.039725825,0.127326738,-0.0592011,0.055349175,0.034276694,0.043168256,0.0592011,1.039725825,1509.318443,1576.355918,-67.03747502,-0.042526865
9/30/1996,0.09802735,0.206096528,-0.0592011,0.09802735,0.042527817,0.043168256,0.0592011,1.09802735,1657.272931,1657.272931,0,0
10/31/1996,0.012803225,0.259383526,-0.0592011,0.09802735,0.03998147,0.038279416,0.0592011,1.012803225,1678.491369,1678.491369,0,0
11/29/1996,0.10575005,0.353992451,-0.0592011,0.10575005,0.047047086,0.038279416,0.0592011,1.10575005,1855.991915,1855.991915,0,0
12/31/1996,-0.0257489,0.343647446,-0.0592011,0.10575005,0.047741319,0.04080239,0.0592011,0.9742511,1808.202165,1855.991915,-47.78975022,-0.0257489
1/31/1997,0.097179375,0.425656872,-0.0592011,0.10575005,0.052004049,0.04080239,0.0592011,1.097179375,1983.922121,1983.922121,0,0
2/28/1997,-0.03228995,0.350263567,-0.0592011,0.10575005,0.055141831,0.044399967,0.0592011,0.96771005,1919.861375,1983.922121,-64.06074609,-0.03228995
3/31/1997,-0.04310085,0.266956688,-0.0592011,0.10575005,0.058730002,0.050345962,0.0592011,0.95689915,1837.113718,1983.922121,-146.8084032,-0.073999076
4/30/1997,0.0420689,0.251013592,-0.0592011,0.10575005,0.058155534,0.050345962,0.0592011,1.0420689,1914.399071,1983.922121,-69.52304995,-0.035043235
5/30/1997,0.107968575,0.345567956,-0.0592011,0.107968575,0.063446327,0.050345962,0.0592011,1.107968575,2121.094011,2121.094011,0,0
6/30/1997,0.016159525,0.396871843,-0.0592011,0.107968575,0.061772315,0.050345962,0.0592011,1.016159525,2155.369882,2155.369882,0,0
7/31/1997,0.129378225,0.67686914,-0.04310085,0.129378225,0.061014432,0.037154855,0.04310085,1.129378225,2434.227812,2434.227812,0,0
8/29/1997,-0.0237628,0.574474727,-0.04310085,0.129378225,0.064243,0.037154855,0.04310085,0.9762372,2376.383743,2434.227812,-57.84406865,-0.0237628
9/30/1997,0.02649575,0.471904698,-0.04310085,0.129378225,0.061673948,0.037154855,0.04310085,1.02649575,2439.347813,2439.347813,0,0
10/31/1997,-0.066918575,0.356045182,-0.066918575,0.129378225,0.068165028,0.053818826,0.066918575,0.933081425,2276.110133,2439.347813,-163.2376796,-0.066918575
11/28/1997,0.00171745,0.228463993,-0.066918575,0.129378225,0.063822251,0.053818826,0.066918575,1.00171745,2280.019239,2439.347813,-159.3285742,-0.065316054
12/31/1997,0.014582275,0.279318846,-0.066918575,0.129378225,0.062289552,0.053818826,0.066918575,1.014582275,2313.267106,2439.347813,-126.0807067,-0.051686236
1/30/1998,0.0043986,0.171135811,-0.066918575,0.129378225,0.057765272,0.053818826,0.066918575,1.0043986,2323.442243,2439.347813,-115.90557,-0.047514983
