"","vwretd","ewretd","spindx","sprtrn","USGG10YR","t30ret","spTurnover","spTransactionCosts","CompoundAnnualReturn","Min_monthly","Max_monthly","portStdDev_monthly","portVaR","portCVaR","growth_multiplier","wealth_index","peak_wealth_index","drawdown","drawdown_pct"
"2004-05-28",0.013629,0.019374,1120.68,0.012083,0.0457605,0.000603,0,0,0.183431300991502,-0.015584,0.05556,0.0225217562580525,0.015304575859125,0.015584,1.013629,2842.65622136584,3613.97139534197,-771.315173976125,-0.213425921126623
"2004-06-30",0.0193917656975,0.03032,1140.84,0.017989,0.046137,0.000817,0.038493721,0.0000962343025,0.19125379924318,-0.015584,0.05556,0.0225596670342628,0.015304575859125,0.015584,1.0193917656975,2897.78034476911,3613.97139534197,-716.191050572858,-0.198172860885383
"2004-07-30",-0.032954,-0.043144,1101.72,-0.034291,0.0452765,0.000919,0,0,0.131703514127584,-0.032954,0.05556,0.0263978923190678,0.0234005,0.032954,0.967046,2802.28689128759,3613.97139534197,-811.684504054379,-0.224596272427766
"2004-08-31",0.003807,-0.002948,1104.24,0.002287,0.042957,0.001116,0,0,0.114177375380536,-0.032954,0.05556,0.0263063275603351,0.0234005,0.032954,1.003807,2812.95519748272,3613.97139534197,-801.016197859248,-0.221644310436899
"2004-09-30",0.0107062146875,0.02757,1114.58,0.009364,0.0411805,0.001185,0.044314125,0.0001107853125,0.138438427905281,-0.032954,0.05556,0.0255263155170133,0.0234005,0.032954,1.0107062146875,2843.07129973329,3613.97139534197,-770.900095608678,-0.213311067321199
"2004-10-29",0.014973,0.024507,1130.2,0.014014,0.0407145,0.001129,0,0,0.094664695977781,-0.032954,0.0516765732975,0.021475707005319,0.0234005,0.032954,1.014973,2885.6406063042,3613.97139534197,-728.330789037772,-0.201531973932199
"2004-11-30",0.040559,0.058717,1173.82,0.038595,0.0418635,0.001541,0,0,0.128613370187379,-0.032954,0.0516765732975,0.0234795140968742,0.0234005,0.032954,1.040559,3002.67930365529,3613.97139534197,-611.292091686681,-0.169146909262916
"2004-12-31",0.03364036028,0.037578,1211.92,0.032458,0.042837,0.001672,0.037455888,0.00009363972,0.109257694045166,-0.032954,0.040559,0.0210472221066106,0.0234005,0.032954,1.03364036028,3103.69051723555,3613.97139534197,-510.280878106417,-0.141196711950769
"2005-01-31",-0.0238786052575,-0.029473,1181.27,-0.02529,0.041731,0.001661,0.021842103,0.0000546052575,0.0624997963259115,-0.032954,0.040559,0.0227402156544633,0.027962532891625,0.032954,0.9761213947425,3029.57871653304,3613.97139534197,-584.392678808931,-0.161703736659939
"2005-02-28",0.0210895297175,0.020327,1203.6,0.018903,0.042523,0.001641,0.024988113,0.0000624702825,0.069503360454735,-0.032954,0.040559,0.0230631378886368,0.027962532891625,0.032954,1.0210895297175,3093.47110690687,3613.97139534197,-520.500288435102,-0.14402446270216
"2005-03-31",-0.0173064984075,-0.012797,1180.59,-0.019118,0.0442905,0.002123,0.026599363,0.0000664984075,0.0670812726802725,-0.032954,0.040559,0.0232553868586486,0.027962532891625,0.032954,0.9826935015925,3039.93395412153,3613.97139534197,-574.037441220433,-0.158838401975264
"2005-04-29",-0.0189873262525,-0.030961,1156.85,-0.020109,0.0433955,0.002072,0.024530501,0.0000613262525,0.063392155773534,-0.032954,0.040559,0.0235569865841067,0.027962532891625,0.032954,0.9810126737475,2982.21373634858,3613.97139534197,-631.75765899339,-0.174809811668034
"2005-05-31",0.0319455524275,0.048563,1191.5,0.029952,0.040893,0.002395,0.019379029,0.0000484475725,0.0826079419953354,-0.032954,0.040559,0.0247048730155671,0.027962532891625,0.032954,1.0319455524275,3077.48220161311,3613.97139534197,-536.489193728856,-0.148448655244016
"2005-06-30",0.00166567759,0.014499,1191.33,-0.000143,0.03947,0.002263,0.020528964,0.00005132241,0.0637825949487483,-0.032954,0.040559,0.0244193610775981,0.027962532891625,0.032954,1.00166567759,3082.60829474996,3613.97139534197,-531.363100592006,-0.147030245252322
"2005-07-29",0.03731152353,0.051383,1234.18,0.035968,0.040945,0.002383,0.020990588,0.00005247647,0.14107699558344,-0.0238786052575,0.040559,0.0227433312430278,0.02118840180475,0.0238786052575,1.03731152353,3197.6251066733,3613.97139534197,-416.346288668669,-0.115204644177676
"2005-08-31",-0.0092073061225,-0.009789,1220.33,-0.011222,0.0414485,0.00292,0.019322449,0.0000483061225,0.126282991028914,-0.0238786052575,0.040559,0.023432647650342,0.02118840180475,0.0238786052575,0.9907926938775,3168.18359345117,3613.97139534197,-445.787801890801,-0.123351225874498
"2005-09-30",0.00798946886,0.008281,1228.81,0.006949,0.0416885,0.002848,0.031012456,0.00007753114,0.1232555785405,-0.0238786052575,0.040559,0.0234405324670004,0.02118840180475,0.0238786052575,1.00798946886,3193.49569761381,3613.97139534197,-420.47569772816,-0.116347267792465
"2005-10-31",-0.0157427322775,-0.023467,1207.01,-0.017741,0.044373,0.002728,0.028292911,0.0000707322775,0.0892629327955803,-0.0238786052575,0.040559,0.0244992165445795,0.02118840180475,0.0238786052575,0.9842572677225,3143.22134981692,3613.97139534197,-470.750045525043,-0.13025837618189
"2005-11-30",0.038242449095,0.043744,1249.48,0.035186,0.045173,0.003045,0.018620362,0.000046550905,0.086837954459176,-0.0238786052575,0.038242449095,0.0242219387614268,0.02118840180475,0.0238786052575,1.038242449095,3263.42583228162,3613.97139534197,-350.545563060352,-0.0969973264072231
"2005-12-30",-0.000110633375,0.008022,1248.29,-0.000952,0.0443755,0.00316,0.02025335,0.000050633375,0.0513499236947541,-0.0238786052575,0.038242449095,0.0227939137995585,0.02118840180475,0.0238786052575,0.999889366625,3263.06478846773,3613.97139534197,-350.90660687424,-0.0970972286406366
"2006-01-31",0.0263674575375,0.041378,1280.08,0.025467,0.0445315,0.003488,0.029816985,0.0000745424625,0.105468391510348,-0.0189873262525,0.038242449095,0.0217128376824152,0.01806287093775,0.0189873262525,1.0263674575375,3349.10351071976,3613.97139534197,-264.867884622206,-0.0732899781563276
"2006-02-28",0.0023768458475,0.002951,1280.66,0.000453,0.045331,0.003322,0.019261661,0.0000481541525,0.0852093643275569,-0.0189873262525,0.038242449095,0.0214044551779289,0.01806287093775,0.0189873262525,1.0023768458475,3357.06381349206,3613.97139534197,-256.907581849904,-0.0710873312890718
"2006-03-31",0.01285102352,0.017915,1294.83,0.011065,0.046991,0.003642,0.023190592,0.00005797648,0.118512958121146,-0.0189873262525,0.038242449095,0.0200103608692394,0.01720279956625,0.0189873262525,1.01285102352,3400.20551951739,3613.97139534197,-213.765875824577,-0.0591498527354418
"2006-04-28",0.0120049362775,0.010538,1310.61,0.012187,0.0494885,0.003559,0.023625489,0.0000590637225,0.15384914507261,-0.0157427322775,0.038242449095,0.0178774552133385,0.01214824789225,0.0157427322775,1.0120049362775,3441.0247701096,3613.97139534197,-172.946625232366,-0.0478550066708543
"2006-05-31",-0.0283670522325,-0.028304,1270.09,-0.030917,0.0508455,0.004195,0.019220893,0.0000480522325,0.0864118203413402,-0.0283670522325,0.038242449095,0.0201386286652793,0.02142367625725,0.0283670522325,0.9716329477675,3343.41304072258,3613.97139534197,-270.558354619392,-0.0748645534295355
"2006-06-30",0.0015368869225,-0.00196,1270.2,0.000087,0.051275,0.00397,0.020045231,0.0000501130775,0.0862721333113743,-0.0283670522325,0.038242449095,0.0201418309491305,0.02142367625725,0.0283670522325,1.0015368869225,3348.55148850138,3613.97139534197,-265.419906840589,-0.07344272486016
"2006-07-31",0.005498932705,-0.014294,1276.66,0.005086,0.050579,0.003976,0.028826918,0.000072067295,0.0529580033535426,-0.0283670522325,0.038242449095,0.0177569390299355,0.02142367625725,0.0283670522325,1.005498932705,3366.96494779588,3613.97139534197,-247.006447546092,-0.0683476487568379
"2006-08-31",0.02409764391,0.03042,1303.82,0.021274,0.048526,0.004283,0.020942436,0.00005235609,0.0883526059830473,-0.0283670522325,0.038242449095,0.0180283793391945,0.02142367625725,0.0283670522325,1.02409764391,3448.10087016531,3613.97139534197,-165.870525176656,-0.0458970221486661
"2006-09-29",0.02643807505,0.026354,1335.85,0.024566,0.046767,0.004047,0.01956998,0.00004892495,0.108272048838288,-0.0283670522325,0.038242449095,0.018866283699058,0.02142367625725,0.0283670522325,1.02643807505,3539.26201975071,3613.97139534197,-74.7093755912551,-0.020672376014804
"2006-10-31",0.0324765968,0.036768,1377.94,0.031508,0.0461285,0.004076,0.02016128,0.0000504032,0.162566933298715,-0.0283670522325,0.038242449095,0.0182981477882179,0.012826021860875,0.0283670522325,1.0324765968,3654.20520533571,3654.20520533571,0,0
"2006-11-30",0.018337090705,0.025339,1400.63,0.016467,0.045281,0.004243,0.019163718,0.000047909295,0.140278005043234,-0.0283670522325,0.0324765968,0.0166043451077884,0.012826021860875,0.0283670522325,1.018337090705,3721.21269764063,3721.21269764063,0,0
"2006-12-29",0.01371887194,0.008267,1418.3,0.012616,0.0458015,0.004036,0.019651224,0.00004912806,0.156049230598468,-0.0283670522325,0.0324765968,0.0162292660276706,0.01191988569725,0.0283670522325,1.01371887194,3772.26353810107,3772.26353810107,0,0
"2007-01-31",0.0152573946175,0.023825,1438.24,0.014059,0.047551,0.004328,0.022242153,0.0000556053825,0.143535408578641,-0.0283670522325,0.0324765968,0.0156593280690752,0.01191988569725,0.0283670522325,1.0152573946175,3829.81845150308,3829.81845150308,0,0
"2007-02-28",-0.0193333854025,-0.003043,1406.82,-0.021846,0.0468685,0.003837,0.018154161,0.0000453854025,0.118767859063054,-0.0283670522325,0.0324765968,0.0178863419120616,0.023398535476,0.0283670522325,0.9806666145975,3755.77509535857,3829.81845150308,-74.0433561445152,-0.0193333854025001
"2007-03-30",0.0108414145275,0.007339,1420.86,0.00998,0.04605,0.004257,0.021034189,0.0000525854725,0.116548099297912,-0.0283670522325,0.0324765968,0.0178619457188487,0.023398535476,0.0283670522325,1.0108414145275,3796.49301003941,3829.81845150308,-33.3254414636722,-0.00870157212036852
"2007-04-30",0.0439443765325,0.043294,1482.37,0.043291,0.0463325,0.004348,0.018649387,0.0000466234675,0.151786980088885,-0.0283670522325,0.0439443765325,0.0204775160645397,0.023398535476,0.0283670522325,1.0439443765325,3963.32752837559,3963.32752837559,0,0
"2007-05-31",0.0344171646125,0.03255,1530.62,0.032549,0.0475505,0.004046,0.016734155,0.0000418353875,0.226212249099475,-0.0193333854025,0.0439443765325,0.0169289469647343,0.00785473562375,0.0193333854025,1.0344171646125,4099.73402433294,4099.73402433294,0,0
"2007-06-29",-0.016673276965,-0.018468,1503.35,-0.017816,0.0495615,0.003918,0.021310786,0.000053276965,0.203916988377151,-0.0193333854025,0.0439443765325,0.0191392875473301,0.017870325761875,0.0193333854025,0.983326723035,4031.37802346241,4099.73402433294,-68.3560008705372,-0.016673276965
"2007-07-31",-0.0312639419425,-0.045079,1455.27,-0.031982,0.048816,0.003962,0.026776777,0.0000669419425,0.159899587771227,-0.0312639419425,0.0439443765325,0.0233980657081056,0.0247021358455,0.0312639419425,0.9687360580575,3905.34125498861,4099.73402433294,-194.392769344336,-0.047415946544475
"2007-08-31",0.015049632335,0.000895,1473.99,0.012864,0.04634,0.004205,0.017747066,0.000044367665,0.149651751582558,-0.0312639419425,0.0439443765325,0.0231413491477194,0.0247021358455,0.0312639419425,1.015049632335,3964.11520501889,4099.73402433294,-135.61881931405,-0.0330799067717854
"2007-09-28",0.037409348345,0.024308,1526.75,0.035794,0.0455785,0.003347,0.023460662,0.000058651655,0.161940017058362,-0.0312639419425,0.0439443765325,0.0239684133191152,0.0247021358455,0.0312639419425,1.037409348345,4112.41017160316,4112.41017160316,0,0
"2007-10-31",0.0172866377975,0.013447,1549.38,0.014822,0.0452865,0.003212,0.029344881,0.0000733622025,0.144845371739346,-0.0312639419425,0.0439443765325,0.0232272144039428,0.0247021358455,0.0312639419425,1.0172866377975,4183.49991671442,4183.49991671442,0,0
"2007-11-30",-0.041447650315,-0.049793,1481.14,-0.044043,0.0420435,0.003395,0.026260126,0.000065650315,0.0776335568284328,-0.041447650315,0.0439443765325,0.0276393538230572,0.035846610710125,0.041447650315,0.958552349685,4010.1036750736,4183.49991671442,-173.396241640811,-0.0414476503150001
"2007-12-31",-0.00618337533,-0.016719,1468.36,-0.008628,0.0398055,0.002921,0.026950132,0.00006737533,0.0564764785613543,-0.041447650315,0.0439443765325,0.027770197536788,0.035846610710125,0.041447650315,0.99381662467,3985.30769893841,4183.49991671442,-198.192217776003,-0.0473747392665557
"2008-01-31",-0.061253460565,-0.045038,1378.55,-0.061163,0.0380815,0.00243,0.034984226,0.000087460565,-0.0231406897384925,-0.061253460565,0.0439443765325,0.0333992822785272,0.0503602649275,0.061253460565,0.938746539435,3741.1938109621,4183.49991671442,-442.306105752318,-0.105726333108115
"2008-02-29",-0.0315021052325,-0.029501,1330.63,-0.034761,0.0355115,0.001325,0.033242093,0.0000831052325,-0.0352621661739662,-0.061253460565,0.0439443765325,0.0341680323422279,0.0503602649275,0.061253460565,0.9684978947675,3623.33832983399,4183.49991671442,-560.161586880424,-0.133897836269196
"2008-03-31",-0.00348433519,-0.012729,1322.7,-0.00596,0.034594,0.001869,0.033734076,0.00008433519,-0.0489345311481052,-0.061253460565,0.0439443765325,0.033910797144323,0.0503602649275,0.061253460565,0.99651566481,3610.71340458607,4183.49991671442,-572.78651212834,-0.136915626516419
"2008-04-30",0.0485543106925,0.052409,1385.59,0.047547,0.0356875,0.001025,0.029875723,0.0000746893075,-0.0447347391938447,-0.061253460565,0.0485543106925,0.0345195361517862,0.0503602649275,0.061253460565,1.0485543106925,3786.02910505392,4183.49991671442,-397.470811660494,-0.0950091596924554
"2008-05-30",0.0129184988225,0.025677,1400.38,0.010674,0.038937,0.000946,0.027000471,0.0000675011775,-0.0645883623600477,-0.061253460565,0.0485543106925,0.0329066792067756,0.0503602649275,0.061253460565,1.0129184988225,3834.93891758951,4183.49991671442,-348.560999124904,-0.0833180365875691
"2008-06-30",-0.0829337544025,-0.098363,1280,-0.085962,0.0401425,0.00175,0.036701761,0.0000917544025,-0.127620130193343,-0.0829337544025,0.0485543106925,0.0398592594244626,0.071009592791875,0.0829337544025,0.9170662455975,3516.89303524955,4183.49991671442,-666.606881464862,-0.159341913406417
"2008-07-31",-0.0074197326,-0.003641,1267.38,-0.009859,0.039576,0.00144,0.04549304,0.0001137326,-0.106147606208261,-0.0829337544025,0.0485543106925,0.0393246542924179,0.071009592791875,0.0829337544025,0.9925802674,3490.7986293452,4183.49991671442,-692.701287369215,-0.165579371616969
"2008-08-29",0.0149012443575,0.028359,1282.83,0.012191,0.038789,0.001282,0.021502257,0.0000537556425,-0.106278276615572,-0.0829337544025,0.0485543106925,0.0393165696361393,0.071009592791875,0.0829337544025,1.0149012443575,3542.8158727239,4183.49991671442,-640.684043990516,-0.153145465936495
"2008-09-30",-0.08559272471,-0.103388,1166.36,-0.090791,0.038175,0.00153,0.050289884,0.00012572471,-0.212243800143912,-0.08559272471,0.0485543106925,0.0421629754741745,0.084130291040875,0.08559272471,0.91440727529,3239.57660903162,4183.49991671442,-943.923307682791,-0.225630052940008
"2008-10-31",-0.1671213668775,-0.207562,968.75,-0.169425,0.038882,0.000792,0.056546751,0.0001413668775,-0.355043816961531,-0.1671213668775,0.0485543106925,0.0583102224014334,0.122280613685375,0.1671213668775,0.8328786331225,2698.17413802588,4183.49991671442,-1485.32577868853,-0.355043816961531
"2008-11-28",-0.0736356111825,-0.103635,896.24,-0.074849,0.034365,0.000228,0.049444473,0.0001236111825,-0.376701292828881,-0.1671213668775,0.0485543106925,0.0594033366332504,0.122280613685375,0.1671213668775,0.9263643888175,2499.49243629553,4183.49991671442,-1684.00748041888,-0.402535559685501
"2008-12-31",0.011912167705,0.044007,903.25,0.007822,0.0256615,0.000029,0.033132918,0.000082832295,-0.365352188477744,-0.1671213668775,0.0485543106925,0.0604738908416462,0.122280613685375,0.1671213668775,1.011912167705,2529.26680937406,4183.49991671442,-1654.23310734035,-0.395418463074701
"2009-01-30",-0.082734921475,-0.078402,825.88,-0.085657,0.025263,0.000023,0.04796859,0.000119921475,-0.379874918077405,-0.1671213668775,0.0485543106925,0.0616163036199174,0.122280613685375,0.1671213668775,0.917265078525,2320.00811851118,4183.49991671442,-1863.49179820324,-0.44543846905745
"2009-02-27",-0.10369042471,-0.116939,735.09,-0.109931,0.029267,0.000147,0.040969884,0.00010242471,-0.426096791941762,-0.1671213668775,0.0485543106925,0.0644696218989056,0.132234348685375,0.1671213668775,0.89630957529,2079.4454913721,4183.49991671442,-2104.05442534231,-0.502941189728711
"2009-03-31",0.0875459128025,0.109438,797.87,0.085405,0.02838,0.000159,0.035234879,0.0000880871975,-0.373671573555262,-0.1671213668775,0.0875459128025,0.0741896576269357,0.132234348685375,0.1671213668775,1.0875459128025,2261.49244503732,4183.49991671442,-1922.0074716771,-0.459425722466986
"2009-04-30",0.0941073222,0.184857,872.81,0.093925,0.028908,0.000125,0.04907112,0.0001226778,-0.346461589555036,-0.1671213668775,0.0941073222,0.0798379088224522,0.132234348685375,0.1671213668775,1.0941073222,2474.31544321531,4183.49991671442,-1709.1844734991,-0.408553724758155
"2009-05-29",0.0545581047675,0.062487,919.14,0.053081,0.0328905,0.000017,0.032758093,0.0000818952325,-0.319595576235618,-0.1671213668775,0.0941073222,0.0828083733749509,0.132234348685375,0.1671213668775,1.0545581047675,2609.3094043941,4183.49991671442,-1574.19051232032,-0.376285536909162
"2009-06-30",0.002403792125,-0.004651,919.32,0.000196,0.03496,0.000075,0.02888315,0.000072207875,-0.256280581872611,-0.1671213668775,0.0941073222,0.0813453133186805,0.132234348685375,0.1671213668775,1.002403792125,2615.58164179207,4183.49991671442,-1567.91827492235,-0.374786256994536
"2009-07-31",0.074413528635,0.093928,987.48,0.074142,0.035061,0.000119,0.027388546,0.000068471365,-0.194964648614556,-0.1671213668775,0.0941073222,0.0859104445226891,0.132234348685375,0.1671213668775,1.074413528635,2810.21630119074,4183.49991671442,-1373.28361552367,-0.328261896226403
"2009-08-31",0.034688320305,0.057829,1020.62,0.03356,0.0343855,0.000116,0.025071878,0.000062679695,-0.179269234182021,-0.1671213668775,0.0941073222,0.0867103646417894,0.132234348685375,0.1671213668775,1.034688320305,2907.69798437278,4183.49991671442,-1275.80193234164,-0.304960429721632
"2009-09-30",0.0364607744625,0.052527,1057.08,0.035723,0.033514,0.000079,0.029290215,0.0000732255375,-0.0697195132277114,-0.1671213668775,0.0941073222,0.0845215115350135,0.132234348685375,0.1671213668775,1.0364607744625,3013.71490478606,4183.49991671442,-1169.78501192836,-0.279618748707199
"2009-10-30",-0.0183243591075,-0.034448,1036.19,-0.019762,0.0334405,0.00004,0.026143643,0.0000653591075,0.0964787145976103,-0.10369042471,0.0941073222,0.0673626590350053,0.09216489793075,0.10369042471,0.9816756408925,2958.49051062313,4183.49991671442,-1225.00940609128,-0.292819273450198
"2009-11-30",0.0602050961325,0.054502,1095.63,0.057364,0.032903,0.000004,0.020761547,0.0000519038675,0.254897462650864,-0.10369042471,0.0941073222,0.0632448828768511,0.09216489793075,0.10369042471,1.0602050961325,3136.60671622229,4183.49991671442,-1046.89320049213,-0.250243389825216
"2009-12-31",0.018921742305,0.048224,1115.1,0.017771,0.035173,0.000062,0.024503078,0.000061257695,0.263590210559758,-0.10369042471,0.0941073222,0.0631860416488951,0.09216489793075,0.10369042471,1.018921742305,3195.95678021878,4183.49991671442,-987.543136495635,-0.236056688456019
"2010-01-29",-0.035810458775,-0.030955,1073.87,-0.036974,0.037106,0.000028,0.02378351,0.000059458775,0.328231602771966,-0.10369042471,0.0941073222,0.0573259996079882,0.06635644344575,0.10369042471,0.964189541225,3081.50810169407,4183.49991671442,-1101.99181502034,-0.263413848920502
"2010-02-26",0.030375364645,0.043365,1104.49,0.028514,0.0359805,0.00001,0.019454142,0.000048635355,0.526902266548225,-0.035810458775,0.0941073222,0.0404479535711188,0.026193103957875,0.035810458775,1.030375364645,3175.11003393955,4183.49991671442,-1008.38988277486,-0.241039775989005
"2010-03-31",0.06092816492,0.071014,1169.43,0.058796,0.037187,0.000068,0.034334032,0.00008583508,0.489531246995159,-0.035810458775,0.0941073222,0.0380612772776047,0.026193103957875,0.035810458775,1.06092816492,3368.56366172657,4183.49991671442,-814.936254987846,-0.194797722292743
"2010-04-30",0.015915975685,0.028049,1186.69,0.014759,0.0373945,0.000111,0.024409726,0.000061024315,0.383080580305052,-0.035810458775,0.074413528635,0.0333086578282003,0.026193103957875,0.035810458775,1.015915975685,3422.17763905998,4183.49991671442,-761.322277654432,-0.181982142419247
"2010-05-28",-0.0801637059475,-0.073486,1089.41,-0.081976,0.03469,0.000112,0.021082379,0.0000527059475,0.206389396290558,-0.0801637059475,0.074413528635,0.0443716846188495,0.055769420002625,0.0801637059475,0.9198362940525,3147.84319710227,4183.49991671442,-1035.65671961215,-0.247557485414155
"2010-06-30",-0.05358648034,-0.061839,1030.71,-0.053882,0.0310795,0.000127,0.024592136,0.00006148034,0.139005302647014,-0.0801637059475,0.074413528635,0.0487370269161046,0.065546231863375,0.0801637059475,0.94641351966,2979.16135950735,4183.49991671442,-1204.33855720707,-0.287878231428989
"2010-07-30",0.0703945021325,0.073614,1101.6,0.068778,0.0291815,0.000142,0.022599147,0.0000564978675,0.134744659630314,-0.0801637059475,0.0703945021325,0.0482808215687568,0.065546231863375,0.0801637059475,1.0703945021325,3188.87794018225,4183.49991671442,-994.621976532168,-0.237748774072717
"2010-08-31",-0.0454978795225,-0.048287,1049.33,-0.047449,0.0268675,0.000126,0.025551809,0.0000638795225,0.0468043009303309,-0.0801637059475,0.0703945021325,0.0503112592990881,0.065546231863375,0.0801637059475,0.9545021204775,3043.79075584788,4183.49991671442,-1139.70916086654,-0.272429588515835
"2010-09-30",0.09032613789,0.104307,1141.2,0.087551,0.0248905,0.000125,0.022744844,0.00005686211,0.101207222388042,-0.0801637059475,0.09032613789,0.055509260434728,0.065546231863375,0.0801637059475,1.09032613789,3318.7246193689,4183.49991671442,-864.775297345515,-0.206710963203432
"2010-10-29",0.0386735758825,0.035946,1183.26,0.036856,0.0255455,0.000112,0.020969647,0.0000524241175,0.165145385929645,-0.0801637059475,0.09032613789,0.0553527785805773,0.065546231863375,0.0801637059475,1.0386735758825,3447.07156776918,4183.49991671442,-736.428348945231,-0.176031639442125
"2010-11-30",-0.0001090873375,0.008205,1180.55,-0.00229,0.0269805,0.000114,0.023234935,0.0000580873375,0.0988612369168376,-0.0801637059475,0.09032613789,0.0535054774007125,0.065546231863375,0.0801637059475,0.9998909126625,3446.69553590968,4183.49991671442,-736.80438080473,-0.176121523956762
"2010-12-31",0.06699701796,0.072134,1257.64,0.0653,0.0304515,0.00014,0.022792816,0.00005698204,0.150708257819408,-0.0801637059475,0.09032613789,0.0560396249061762,0.065546231863375,0.0801637059475,1.06699701796,3677.61385863168,4183.49991671442,-505.886058082738,-0.120924122900436
"2011-01-31",0.02328943733,0.021935,1286.12,0.022646,0.0333195,0.000066,0.023825068,0.00005956267,0.221240798960531,-0.0801637059475,0.09032613789,0.0538964626545781,0.065546231863375,0.0801637059475,1.02328943733,3763.26341611622,4183.49991671442,-420.236500598196,-0.100450940352411
"2011-02-28",0.032460509775,0.041109,1327.22,0.031957,0.033988,0.000122,0.01899609,0.000047490225,0.223712193747214,-0.0801637059475,0.09032613789,0.0539428769324066,0.065546231863375,0.0801637059475,1.032460509775,3885.42086502096,4183.49991671442,-298.079051693455,-0.0712511193086283
"2011-03-31",0.000574348925,0.009007,1325.83,-0.001047,0.0344875,0.000067,0.02026043,0.000050651075,0.15409796064989,-0.0801637059475,0.09032613789,0.0523987740176065,0.065546231863375,0.0801637059475,1.000574348925,3887.65245231796,4183.49991671442,-295.847464396458,-0.0707176933874082
"2011-04-29",0.0293937505825,0.031626,1363.61,0.028495,0.033783,0.000053,0.018899767,0.0000472494175,0.169408943935505,-0.0801637059475,0.09032613789,0.0526046196978792,0.065546231863375,0.0801637059475,1.0293937505825,4001.92513885284,4183.49991671442,-181.574777861579,-0.0434026010461074
"2011-05-31",-0.01135945795,-0.005579,1345.2,-0.013501,0.031735,0.000013,0.01858318,0.00004645795,0.256881359961352,-0.05358648034,0.09032613789,0.0444839176956947,0.049137749890375,0.05358648034,0.98864054205,3956.46543851899,4183.49991671442,-227.034478195426,-0.0542690289746036
"2011-06-30",-0.0165854721575,-0.019098,1320.64,-0.018258,0.0311035,0.000035,0.016188863,0.0000404721575,0.306020427100913,-0.0454978795225,0.09032613789,0.0399623089393152,0.02959605547175,0.0454978795225,0.9834145278425,3890.84559114632,4183.49991671442,-292.654325568094,-0.0699544236630307
"2011-07-29",-0.01989183245,-0.035333,1292.28,-0.021474,0.0297805,-0.000028,0.02553298,0.00006383245,0.195859363102645,-0.0454978795225,0.09032613789,0.0387527112225517,0.031414553632625,0.0454978795225,0.98010816755,3813.44954255842,4183.49991671442,-370.050374155998,-0.0884547344383894
"2011-08-31",-0.0543937543375,-0.063472,1218.89,-0.056791,0.0250975,0.000083,0.028301735,0.0000707543375,0.184714060266456,-0.0543937543375,0.09032613789,0.0400915621735426,0.035417697299375,0.0543937543375,0.9456062456625,3606.02170496204,4183.49991671442,-577.478211752372,-0.138037103680859
"2011-09-30",-0.0703220805625,-0.090694,1131.42,-0.071762,0.020694,-0.000001,0.033632225,0.0000840805625,0.0101587629627098,-0.0703220805625,0.06699701796,0.0394497535570295,0.06156150113875,0.0703220805625,0.9296779194375,3352.43875611558,4183.49991671442,-831.061160598837,-0.198652127917699
"2011-10-31",0.1089416828475,0.13445,1253.3,0.107723,0.0201435,0.000014,0.028926861,0.0000723171525,0.0784977923321502,-0.0703220805625,0.1089416828475,0.0494156519287481,0.06156150113875,0.0703220805625,1.1089416828475,3717.65907584999,4183.49991671442,-465.840840864426,-0.11135194218679
"2011-11-30",-0.002777681515,-0.006582,1246.96,-0.005059,0.0209065,0.000004,0.020272606,0.000050681515,0.0756194054075201,-0.0703220805625,0.1089416828475,0.0494585826056364,0.06156150113875,0.0703220805625,0.997222318485,3707.33260295593,4183.49991671442,-476.167313758486,-0.113820323470319
"2011-12-30",0.00936931354,0.001153,1257.6,0.008533,0.019721,0,0.023074584,0.00005768646,0.0175260123427943,-0.0703220805625,0.1089416828475,0.0457853049295875,0.06156150113875,0.0703220805625,1.00936931354,3742.06776451009,4183.49991671442,-441.432152204328,-0.105517428228136
"2012-01-31",0.0451331562425,0.056398,1312.41,0.043583,0.0183665,-0.000002,0.028737503,0.0000718437575,0.0392467019042608,-0.0703220805625,0.1089416828475,0.0471068378520611,0.06156150113875,0.0703220805625,1.0451331562425,3910.95909359574,4183.49991671442,-272.540823118673,-0.0651466065601639
"2012-02-29",0.0432862352175,0.041965,1365.68,0.040589,0.018838,0.000031,0.021905913,0.0000547647825,0.0501435830491785,-0.0703220805625,0.1089416828475,0.0477956348579454,0.06156150113875,0.0703220805625,1.0432862352175,4080.24978884715,4183.49991671442,-103.250127867265,-0.0246803226778488
"2012-03-30",0.032804528895,0.023131,1408.47,0.031332,0.0208965,0.000046,0.024588442,0.000061471105,0.083970471288298,-0.0703220805625,0.1089416828475,0.0484188546017262,0.06156150113875,0.0703220805625,1.032804528895,4214.1004609442,4214.1004609442,0,0
"2012-04-30",-0.0060810223275,-0.007804,1397.91,-0.007497,0.0206125,0.000029,0.018808931,0.0000470223275,0.0466148857425936,-0.0703220805625,0.1089416828475,0.0480622246790761,0.06156150113875,0.0703220805625,0.9939189776725,4188.47442195087,4214.1004609442,-25.6260389933304,-0.00608102232750016
"2012-05-31",-0.05985788183,-0.070752,1310.33,-0.062651,0.0173575,0.000065,0.027152732,0.00006788183,-0.00472750839249825,-0.0703220805625,0.1089416828475,0.0514671031569088,0.064566771259625,0.0703220805625,0.94014211817,3937.76121495376,4214.1004609442,-276.339245990443,-0.065574907041615
