"","portRet","turnover","CompoundAnnualReturn","Min_monthly","Max_monthly","portStdDev_monthly","portVaR","portCVaR","growth_multiplier","wealth_index","peak_wealth_index","drawdown","drawdown_pct","monthly_Rf","portSR","monthly_Rm","Rp_minus_Rm","portIR","portBeta","portTR"
"1994-12-30",-0.017626205,0,NA,NA,NA,NA,NA,NA,1,1000,1000,0,0,0.00443,NA,0.014955,-0.032581205,NA,NA,NA
"1995-01-31",-0.015086525,0.27,NA,NA,NA,NA,NA,NA,0.984913475,984.913475,1000,-15.0865249999999,-0.0150865249999999,0.004156,NA,0.026,-0.041086525,NA,NA,NA
"1995-02-28",0.03246477,0.24,NA,NA,NA,NA,NA,NA,1.03246477,1016.88846443578,1016.88846443578,0,0,0.003983,NA,0.039228,-0.00676323,NA,NA,NA
"1995-03-31",0.047149695,0.185,NA,NA,NA,NA,NA,NA,1.047149695,1064.83444538294,1064.83444538294,0,0,0.004134,NA,0.029334,0.017815695,NA,NA,NA
"1995-04-28",0.02316208,0.1925,NA,NA,NA,NA,NA,NA,1.02316208,1089.49822599366,1089.49822599366,0,0,0.00445,NA,0.029395,-0.00623292,NA,NA,NA
"1995-05-31",0.048936605,0.21,NA,NA,NA,NA,NA,NA,1.048936605,1142.81457032731,1142.81457032731,0,0,0.005355,NA,0.039809,0.009127605,NA,NA,NA
"1995-06-30",0.12521899,0.175,NA,NA,NA,NA,NA,NA,1.12521899,1285.91665658098,1285.91665658098,0,0,0.004714,NA,0.024155,0.10106399,NA,NA,NA
"1995-07-31",0.082052105,0.155,NA,NA,NA,NA,NA,NA,1.082052105,1391.42882510801,1391.42882510801,0,0,0.004522,NA,0.033405,0.048647105,NA,NA,NA
"1995-08-31",0.05436116,0.145,NA,NA,NA,NA,NA,NA,1.05436116,1467.06851009832,1467.06851009832,0,0,0.004637,NA,0.003502,0.05085916,NA,NA,NA
"1995-09-29",0.025819115,0.195,NA,NA,NA,NA,NA,NA,1.025819115,1504.94692067343,1504.94692067343,0,0,0.004309,NA,0.042102,-0.016282885,NA,NA,NA
"1995-10-31",-0.05528975,0.21,NA,NA,NA,NA,NA,NA,0.94471025,1421.73878166612,1504.94692067343,-83.2081390073038,-0.0552897500000002,0.004714,NA,-0.003442,-0.05184775,NA,NA,NA
"1995-11-30",-0.02879627,0.2325,0.356459779090017,-0.05528975,0.12521899,0.0504587391452002,0.040718336,0.05528975,0.97120373,1380.79800783979,1504.94692067343,-124.148912833632,-0.0824938814307677,0.004108,0.444015867476636,0.044179,-0.07297527,-0.000433556680797607,NA,NA
"1995-12-29",-0.08712348,0.185,0.260498080219723,-0.08712348,0.12521899,0.0592515286139415,0.0696149285,0.08712348,0.91287652,1260.49808021972,1504.94692067343,-244.448840453702,-0.162430207401812,0.004882,0.279745940249603,0.017643,-0.10476648,-0.105293291858145,NA,NA
"1996-01-31",-0.000483204999999998,0.185,0.279187495373511,-0.08712348,0.12521899,0.0585876077908144,0.0696149285,0.08712348,0.999516795,1259.88900124487,1504.94692067343,-245.057919428555,-0.162834925313444,0.004278,0.303513864459029,0.034861,-0.035344205,-0.0974498680491276,NA,NA
