date,AAL,AAPL,ABBV,COR,ABT,ACN,ADBE,ADI,ADM,ADP,ADSK,AEE,AEP,AES,AFL,AIG,AIZ,AJG,AKAM,ALB,ALL,ALLE,AMAT,AMD,AME,AMGN,AMP,AMT,AMZN,ELV,AON,APA,APD,APH,HWM,AVB,AVGO,AVY,AWK,AXP,AZO,BA,BAC,BAX,TFC,BBY,BDX,BEN,BF.B,BKR,BIIB,BK,BLK,BALL,BMY,BRK,BSX,BWA,BXP,C,CAG,CAH,CAT,CB,CBRE,PARA,CCI,CCL,CF,CFG,CHD,CHRW,CHTR,CI,CINF,CL,CLX,CMA,CMCSA,CME,CMG,CMI,CMS,CNC,CNP,COF,CTRA,TPR,COO,COP,COST,CPB,CRM,CSCO,CSX,CTAS,CTSH,CVS,CVX,D,DAL,DE,DFS,DG,DGX,DHI,DHR,DIS,WBD,APTV,DLR,DLTR,DOV,DD,DRI,DTE,DUK,DVA,DVN,EA,EBAY,ECL,ED,EFX,EIX,EL,EMN,EMR,EOG,EQIX,EQT,ES,ESS,ETN,ETR,EW,EXC,EXPD,EXPE,EXR,F,FAST,META,FCX,FDX,FE,FFIV,FIS,FI,FITB,FMC,FOX,FOXA,FSLR,FTV,GD,GE,GILD,GIS,GLW,GM,GOOG,GOOGL,GPC,GPN,GRMN,GS,GWW,HAL,HAS,HBAN,HCA,WELL,PEAK,HD,HES,HIG,HLT,HOLX,HON,HPE,HPQ,HRL,LHX,HSIC,HST,HSY,HUM,IBM,ICE,IDXX,IFF,ILMN,INCY,INTC,INTU,IP,IPG,TT,IRM,ISRG,ITW,IVZ,JBHT,JBL,JCI,J,JNJ,JNPR,JPM,K,KEY,KHC,KIM,KLAC,KMB,KMI,KMX,KO,KR,L,BBWI,LDOS,LEN,LH,LKQ,LLY,LMT,LNT,LOW,LRCX,LUV,LYB,MA,MAA,MAR,MAS,MCD,MCHP,MCK,MCO,MDLZ,MDT,MET,MHK,MKC,MLM,MMC,MMM,MNST,MO,MOS,MPC,MRK,MRO,MS,MSFT,MSI,MTB,MTD,MU,VTRS,NDAQ,NEE,NEM,NFLX,NI,NKE,NOC,NRG,NSC,NTAP,NTRS,NUE,NVDA,NWS,NWSA,O,OKE,OMC,ORCL,ORLY,OXY,PAYX,PCAR,PCG,BKNG,TMUS,PEG,PEP,PFE,PFG,PG,PGR,PH,PHM,RVTY,PLD,PM,PNC,PNR,PNW,PPG,PPL,PRU,PSA,PSX,PWR,LIN,PXD,PYPL,QCOM,QRVO,RCL,REGN,RF,RHI,RL,ROK,ROP,ROST,RSG,SBUX,SCHW,SHW,SJM,SLB,SNA,SO,SPG,SPGI,SRE,STT,STX,STZ,SWK,SWKS,SYF,SYK,GEN,SYY,T,TAP,TDG,TEL,TER,TGT,TJX,GL,TMO,TROW,TRV,TSCO,TSN,TXN,TXT,UAL,UDR,UHS,ULTA,UNH,UNP,UPS,URI,USB,RTX,V,VFC,VLO,VMC,VRSK,VRSN,VRTX,VTR,VZ,WAT,WBA,WDC,WEC,WFC,WHR,WTW,WM,WMB,WMT,WRK,WY,WYNN,XEL,XOM,XRAY,XYL,YUM,ZBH,ZION,ZTS,RJF,ARE,SNPS,REG,CBOE,IT,EG,ALGN,ANSS,CDNS,SBAC,IQV,MGM,RMD,PKG,AOS,NCLH,HII,TTWO,MSCI,EVRG,FLT,BR,CPRT,ANET,ROL,FTNT,JKHY,KEYS,CE,FANG,LW,WAB,ATO,TFX,DOW,CTVA,AMCR,MKTX,NVR,CDW,IEX,LVS,NOW,ODFL,WRB,STE,ZBRA,LYV,PAYC,IR,CARR,OTIS,WST,DXCM,DPZ,TYL,BIO,TDY,ETSY,CTLT,POOL,TSLA,TRMB,ENPH,MPWR,NXPI,GNRC,CZR,PTC,CRL,MRNA,TECH,MTCH,CDAY,BRO,FDS,EPAM,NDSN,CEG,MOH,CPT,VICI,ON,KDP,CSGP,INVH,TRGP,ACGL,STLD,GEHC,FICO,BG,PODD,AXON,PANW,KVUE,BX,ABNB,LULU,HUBB,VLTO,UBER,BLDR
1989-12-29,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.
1990-01-31,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.
1990-02-28,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.
1990-03-30,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.,unavil.
