"","portRet","turnover","CompoundAnnualReturn","Min_monthly","Max_monthly","portStdDev_monthly","portVaR","portCVaR","growth_multiplier","wealth_index","peak_wealth_index","drawdown","drawdown_pct","monthly_Rf","portSR","monthly_Rm","Rp_minus_Rm","portIR","portBeta","portTR"
"1997-08-29",-0.013177954,0.0880000000000001,0.725913838372052,-0.073414981,0.187918651,0.0882886556649151,0.05485915855,0.073414981,0.986822046,2483.11908185631,2516.27848396925,-33.1594021129367,-0.0131779540000001,0.004058,0.518301982348391,-0.054975,0.041797046,0.334920206484377,NA,NA
"1997-09-30",0.012121187,0.0985,0.565155529560496,-0.073414981,0.187918651,0.0862829873739051,0.05485915855,0.073414981,1.012121187,2513.21743259076,2516.27848396925,-3.06105137848817,-0.00121649944471153,0.004576,0.429753983126625,0.053886,-0.041764813,0.189227576819008,NA,NA
"1997-10-31",-0.115011905,0.1195,0.357735735902263,-0.115011905,0.187918651,0.0973939099918696,0.0921335968,0.115011905,0.884988095,2224.16750798929,2516.27848396925,-292.110975979961,-0.116088492526144,0.003911,0.265333011261422,-0.032605,-0.082406905,0.0775737064834565,NA,NA
"1997-11-28",-0.015210576,0.156,0.183145292849309,-0.115011905,0.187918651,0.0927345786256752,0.0921335968,0.115011905,0.984789424,2190.33663907229,2516.27848396925,-325.941844896963,-0.12953329568785,0.003773,0.148227437960172,0.046321,-0.061531576,-0.0665619348730333,1.47104272129335,0.0093442622712647
"1997-12-31",0.002911434,0.111,0.235615613733042,-0.115011905,0.187918651,0.091133249935571,0.0921335968,0.115011905,1.002911434,2196.71365963473,2516.27848396925,-319.564824334521,-0.126998989329047,0.004629,0.189569727246061,0.017147,-0.014235566,-0.0596265999951867,1.46772889816428,0.0117706378575368
"1998-01-30",-0.007356939,0.145,0.108345352708114,-0.115011905,0.187918651,0.0873040984684263,0.0921335968,0.115011905,0.992643061,2180.55257124033,2516.27848396925,-335.725912728921,-0.133421604511492,0.004204,0.0889028413651584,0.011994,-0.019350939,-0.141802370454447,1.47344440475891,0.00526764524782775
"1998-02-27",0.109333108,0.166,0.326941586195716,-0.115011905,0.187918651,0.0870043896844604,0.07183010975,0.115011905,1.109333108,2418.95916101143,2516.27848396925,-97.3193229578242,-0.0386758952070797,0.003847,0.26418980984786,0.071956,0.037377108,0.0101034946626024,1.49887458984919,0.0153352877701258
"1998-03-31",0.009375412,0.1325,0.39012100125769,-0.115011905,0.187918651,0.0849369169736205,0.06012117405,0.115011905,1.009375412,2441.63789975708,2516.27848396925,-74.6405842121676,-0.0296630856591149,0.004485,0.315457686575261,0.051336,-0.041960588,-0.0520358322091937,1.46042081980369,0.018346768938103
"1998-04-30",0.062201719,0.146,0.419933575991461,-0.115011905,0.187918651,0.0853928687433871,0.06012117405,0.115011905,1.062201719,2593.51197429752,2593.51197429752,0,0,0.004308,0.335542036530448,0.011275,0.050926719,0.040643974746443,1.44299943885427,0.019856485256906
"1998-05-29",-0.056859624,0.136,0.127347134105744,-0.115011905,0.167430121,0.0733662740276778,0.08302815045,0.115011905,0.943140376,2446.04585859947,2593.51197429752,-147.466115698055,-0.0568596239999999,0.003805,0.113033873896038,-0.017674,-0.039185624,-0.21178066903656,1.46869715892508,0.00564641533911327
"1998-06-30",-0.007177584,0.1425,0.126700168832198,-0.115011905,0.167430121,0.0733799048817919,0.08302815045,0.115011905,0.992822416,2428.48915898152,2593.51197429752,-165.022815316005,-0.0636290932725316,0.004021,0.112050884547279,0.04097,-0.048147584,-0.208401373369573,1.44205837294952,0.00570176866917151
"1998-07-31",0.010385571,0.1655,-0.0248653234540649,-0.115011905,0.109333108,0.0548878069945477,0.08302815045,0.115011905,1.010385571,2453.71040556485,2593.51197429752,-139.801568732672,-0.0539043467383792,0.003873,-0.0879918421677834,-0.010109,0.020494571,-0.374031846112239,1.40518677345697,-0.00343703722610358
"1998-08-31",-0.171083164,0.178,-0.180900392291864,-0.171083164,0.109333108,0.0738145891500616,0.14024397155,0.171083164,0.828916836,2033.92186584109,2593.51197429752,-559.59010845643,-0.215765384545024,0.004012,-0.243645783628285,-0.143124,-0.027959164,-0.555732640990076,1.3125033614886,-0.0137025275091632
"1998-09-30",0.133081149,0.1595,-0.0830086983967229,-0.171083164,0.133081149,0.0850844328675624,0.14024397155,0.171083164,1.133081149,2304.59852472345,2593.51197429752,-288.913449574073,-0.111398540834703,0.003875,-0.0922166329636305,0.063176,0.069905149,-0.273820785779421,1.36030499231676,-0.00576797112484579
"1998-10-30",0.068926926,0.167,0.107581784127311,-0.171083164,0.133081149,0.0796177493887195,0.108260217,0.171083164,1.068926926,2463.44741669677,2593.51197429752,-130.064557600751,-0.0501499738153242,0.003353,0.0945585131180142,0.080111,-0.011184074,-0.167590255010943,1.32262613850013,0.0056921119134523
"1998-11-30",0.053636451,0.193,0.185013274695919,-0.171083164,0.133081149,0.0799942197037778,0.108260217,0.171083164,1.053636451,2595.57799335351,2595.57799335351,0,0,0.003233,0.166396875915415,0.062164,-0.00852754899999999,-0.0687674960398626,1.31848790407301,0.0100954951568998
"1998-12-31",0.110932175,0.175,0.312647687554243,-0.171083164,0.133081149,0.0841975315734493,0.108260217,0.171083164,1.110932175,2883.51110553835,2883.51110553835,0,0,0.003779,0.265843304212238,0.059673,0.051259175,0.0678263134103947,1.33276290957294,0.0167946975709072
"1999-01-29",0.065484979,0.1535,0.408972115716156,-0.171083164,0.133081149,0.0841775530663953,0.108260217,0.171083164,1.065484979,3072.33776973079,3072.33776973079,0,0,0.003494,0.338720661997748,0.0428,0.022684979,0.153557689025819,1.33823870844839,0.0213061214863968
"1999-02-26",-0.098433233,0.149,0.14508656236677,-0.171083164,0.133081149,0.0881766654180736,0.13112570195,0.171083164,0.901566767,2769.91763018818,3072.33776973079,-302.420139542611,-0.098433233,0.003372,0.127453198984658,-0.031935,-0.066498233,-0.0525425498126253,1.37592716745853,0.00816787279815962
"1999-03-31",0.042550928,0.152,0.182722547075286,-0.171083164,0.133081149,0.0885024212612355,0.13112570195,0.171083164,1.042550928,2887.78019583625,3072.33776973079,-184.557573894543,-0.0600707304101901,0.004076,0.158607047693828,0.038979,0.00357192800000001,0.0336496400261636,1.37595353568465,0.0102017309349152
"1999-04-30",0.010619469,0.154,0.125287608859116,-0.171083164,0.133081149,0.087395746849913,0.13112570195,0.171083164,1.010619469,2918.44688810474,3072.33776973079,-153.890881626046,-0.0500891806695884,0.003784,0.111930545088569,0.037559,-0.026939531,-0.12421390725132,1.37681051875455,0.00710501078404183
"1999-05-28",0.00282666800000001,0.164,0.196501021533909,-0.171083164,0.133081149,0.08468343047436,0.13112570195,0.171083164,1.002826668,2926.69636853305,3072.33776973079,-145.641401197741,-0.0474040981537334,0.003463,0.174586824921747,-0.023159,0.025985668,0.00968313470759611,1.35253127673907,0.0109310679200303
"1999-06-30",0.058084775,0.1515,0.275152024928671,-0.171083164,0.133081149,0.084981023436239,0.13112570195,0.171083164,1.058084775,3096.69286859261,3096.69286859261,0,0,0.004098,0.237896929014612,0.054431,0.00365377500000001,0.127331120810163,1.3441857319793,0.015040127282285
"1999-07-30",0.00592982,0.1585,0.269528666803511,-0.171083164,0.133081149,0.0850552274276787,0.13112570195,0.171083164,1.00592982,3115.05569989865,3115.05569989865,0,0,0.003658,0.233534483230003,-0.03022,0.03614982,0.15888505855919,1.30203655878142,0.0152555843761588
"1999-08-31",0.018693695,0.144,0.56018166398359,-0.098433233,0.133081149,0.0593295224146808,0.04274028745,0.098433233,1.018693695,3173.28760106056,3173.28760106056,0,0,0.003876,0.60154538101988,-0.005004,0.023697695,0.282428643020865,1.29219687237839,0.0276191661886456
"1999-09-30",-0.02421918,0.157,0.343588978401468,-0.098433233,0.110932175,0.0538659829185966,0.05761550385,0.098433233,0.97578082,3096.43317745871,3173.28760106056,-76.8544236018538,-0.0242191799999999,0.003705,0.419470783954313,-0.028079,0.00385981999999999,0.153527448742647,1.26226800978944,0.0179004822336443
"1999-10-29",0.042511923,0.142,0.31038660878014,-0.098433233,0.110932175,0.0524855969277132,0.05761550385,0.098433233,1.042511923,3228.06850627348,3228.06850627348,0,0,0.003581,0.388200897503274,0.064238,-0.021726077,0.123007218124265,1.24541864930239,0.0163599251101195
"1999-11-30",0.050431607,0.1245,0.306400808310876,-0.098433233,0.110932175,0.0523292911070167,0.05761550385,0.098433233,1.050431607,3390.86518855094,3390.86518855094,0,0,0.003811,0.383336338195561,0.020822,0.029609607,0.218758382227749,1.21836735426622,0.0164644257440849
"1999-12-31",0.075504253,0.142,0.2647393397,-0.098433233,0.075504253,0.0477660209817863,0.05761550385,0.098433233,1.075504253,3646.88993163618,3646.88993163618,0,0,0.003764,0.358175993066781,0.062579,0.012925253,0.132654008874404,1.21437696574065,0.01408841116281
"2000-01-31",-0.059759388,0.184,0.116073256983948,-0.098433233,0.075504253,0.0507144052796729,0.07716261825,0.098433233,0.940240612,3428.95402121824,3646.88993163618,-217.93591041794,-0.0597593879999999,0.004343,0.130157523888235,-0.04963,-0.010129388,0.0405090576756985,1.19317857419712,0.00553216556131034
"2000-02-29",0.216263385,0.159,0.505644492602811,-0.059759388,0.216263385,0.0678077277281717,0.0402122736,0.059759388,1.216263385,4170.51122485626,4170.51122485626,0,0,0.004295,0.482963579725748,-0.017458,0.233721385,0.383560577245182,1.08382780051615,0.0302157435905139
"2000-03-31",0.090688833,0.168,0.575164906044606,-0.059759388,0.216263385,0.069590974933055,0.0402122736,0.059759388,1.090688833,4548.73002085188,4548.73002085188,0,0,0.004377,0.527871203155366,0.098488,-0.007799167,0.367427740604997,1.06563223311269,0.0344725605374795
"2000-04-28",0.001986347,0.183,0.561709207612973,-0.059759388,0.216263385,0.0699730166046776,0.0402122736,0.059759388,1.001986347,4557.76537708261,4557.76537708261,0,0,0.004595,0.513741771390158,-0.031583,0.033569347,0.453920461870334,1.06292564321121,0.0338199212048335
"2000-05-31",-0.019457302,0.158,0.527006220305528,-0.059759388,0.216263385,0.071329236506829,0.0402122736,0.059759388,0.980542698,4469.08355969557,4557.76537708261,-88.6818173870397,-0.0194573019999999,0.004782,0.476398584892746,-0.022304,0.002846698,0.422064718291687,1.00775456957124,0.0337196658386683
"2000-06-30",0.07601035,0.137,0.552876042057337,-0.059759388,0.216263385,0.0719716503456986,0.0402122736,0.059759388,1.07601035,4808.78016524727,4808.78016524727,0,0,0.003744,0.493311534186904,0.026219,0.04979135,0.480869168794923,1.03011762473684,0.0344663991736578
"2000-07-31",0.015679612,0.1935,0.567927010932922,-0.059759388,0.216263385,0.0716117599620185,0.0402122736,0.059759388,1.015679612,4884.17997243165,4884.17997243165,0,0,0.004772,0.505840026869133,-0.012795,0.028474612,0.471351317885772,0.963989335571723,0.0375772773065478
"2000-08-31",0.118639838,0.145,0.721759569254846,-0.059759388,0.216263385,0.074611916342652,0.0402122736,0.059759388,1.118639838,5463.63829312378,5463.63829312378,0,0,0.005002,0.595871392658292,0.062594,0.056045838,0.509282358170363,1.02025646835027,0.0435764024822988
"2000-09-29",-0.052122428,0.1315,0.67252445080141,-0.059759388,0.216263385,0.0774707184937439,0.05555906,0.059759388,0.947877572,5178.86019957239,5463.63829312378,-284.778093551386,-0.0521224279999997,0.005093,0.542374847989306,-0.052088,-0.0000344280000000169,0.503193930602407,1.04803879725679,0.0400921886447792
"2000-10-31",-0.08422222,0.1295,0.46920212110671,-0.08422222,0.216263385,0.0861913756696199,0.0707676624,0.08422222,0.91577778,4742.68509649476,5463.63829312378,-720.953196629016,-0.13195478140205,0.005217,0.363385048755402,-0.00412,-0.08010222,0.394785723707536,1.01759432482907,0.0307791194248858
"2000-11-30",-0.13919809,0.109,0.203973665298046,-0.13919809,0.216263385,0.0996053440338233,0.1089613615,0.13919809,0.86080191,4082.51238959123,5463.63829312378,-1381.12590353255,-0.252785017864517,0.004966,0.154830372301742,-0.078268,-0.06093009,0.275708886198892,1.11172663602866,0.01387205451431
"2000-12-29",0.083532614,0.1415,0.21296101722394,-0.13919809,0.216263385,0.100038061955348,0.1089613615,0.13919809,1.083532614,4423.53532118117,5463.63829312378,-1040.10297194261,-0.190368197186777,0.004909,0.159894600155352,0.00572,0.077812614,0.338106449264135,1.10887617766238,0.0144250063612935
"2001-01-31",0.129914092,0.1805,0.457650019490951,-0.13919809,0.216263385,0.101152938200221,0.1089613615,0.13919809,1.129914092,4998.21489586235,5463.63829312378,-465.423397261432,-0.0851856166699737,0.005243,0.313650496115107,0.032372,0.097542092,0.442420744142711,1.12768392399392,0.0281343633397146
"2001-02-28",-0.301139151,0.122,-0.162439202947549,-0.301139151,0.129914092,0.12501020020362,0.21207156745,0.301139151,0.698860849,3493.05670560681,5463.63829312378,-1970.58158751697,-0.360672043388566,0.003653,-0.0906862698526557,-0.090952,-0.210187151,-0.012878048755958,1.33074371567167,-0.00851907742752555
"2001-03-30",-0.169978666,0.143,-0.362610756577189,-0.301139151,0.129914092,0.129139476504629,0.22900088425,0.301139151,0.830021334,2899.31158652541,5463.63829312378,-2564.32670659837,-0.469344156589884,0.00432,-0.255957753802328,-0.063706,-0.106272666,-0.104008213197665,1.42195042292195,-0.0232457122277235
"2001-04-30",0.289188137,0.1265,-0.179914323451262,-0.301139151,0.289188137,0.158541908244253,0.22900088425,0.301139151,1.289188137,3737.7581028152,5463.63829312378,-1725.88019030858,-0.315884781845949,0.003864,-0.0571448348704675,0.077824,0.211364137,0.0504904812798229,1.53841942046072,-0.00588906448148805
"2001-05-31",-0.050572942,0.133,-0.205938167933195,-0.301139151,0.289188137,0.159063625899934,0.22900088425,0.301139151,0.949427058,3548.7286790715,5463.63829312378,-1914.90961405228,-0.350482501094971,0.003183,-0.0724211528656688,0.006859,-0.057431942,0.00455798055778375,1.52982507015675,-0.00752999240984223
"2001-06-29",0.024573898,0.162,-0.243896653472053,-0.301139151,0.289188137,0.157306019137105,0.22900088425,0.301139151,1.024573898,3635.93477566068,5463.63829312378,-1827.7035174631,-0.334521324327663,0.002778,-0.0999671993031666,-0.024505,0.049078898,0.00402422287273666,1.5402782316306,-0.010209481536345
"2001-07-31",-0.166733326,0.1445,-0.379690491649239,-0.301139151,0.289188137,0.163165438835313,0.22900088425,0.301139151,0.833266674,3029.70327739571,5463.63829312378,-2433.93501572807,-0.445478797304588,0.002999,-0.188635354110739,-0.009317,-0.157416326,-0.126023948234787,1.56470748673333,-0.0196706225248469
"2001-08-31",-0.181169259,0.133,-0.545940992696704,-0.301139151,0.289188137,0.161867848880627,0.2351557104,0.301139151,0.818830741,2480.81417964006,5463.63829312378,-2982.82411348372,-0.545940992696704,0.002996,-0.343463482512414,-0.063435,-0.117734259,-0.245021137547033,1.71768967766406,-0.032366553636708
"2001-09-28",-0.272951108,0.14,-0.651723906215094,-0.301139151,0.289188137,0.174040828552967,0.28563572735,0.301139151,0.727048892,1803.67320056519,5463.63829312378,-3659.96509255859,-0.669876901837519,0.00273,-0.424045145212615,-0.080361,-0.192590108,-0.353939202896986,1.82487700296965,-0.0404417219881497
"2001-10-31",0.255330329,0.161,-0.52258991980146,-0.301139151,0.289188137,0.197519036511451,0.28563572735,0.301139151,1.255330329,2264.20567227399,5463.63829312378,-3199.43262084979,-0.585586462573193,0.002154,-0.229091197820031,0.01954,0.235790329,-0.127163303443398,1.93882660552979,-0.0233387929264062
"2001-11-30",0.13328011,0.134,-0.371470553309401,-0.301139151,0.289188137,0.20091207036796,0.28563572735,0.301139151,1.13328011,2565.97925333729,5463.63829312378,-2897.65903978649,-0.530353380719459,0.001749,-0.110870753687773,0.078787,0.05449311,-0.0632924960652069,1.96705980657988,-0.0113241461150064
"2001-12-31",0.0518044,0.171,-0.389875275541326,-0.301139151,0.289188137,0.199646377647198,0.28563572735,0.301139151,1.0518044,2698.90826896887,5463.63829312378,-2764.73002415491,-0.506023619395602,0.001484,-0.123387532113729,0.009051,0.0427534,-0.0833188788775261,1.97766153037855,-0.0124560615934204
"2002-01-31",-0.010061985,0.144,-0.465458778760818,-0.301139151,0.289188137,0.194002503124786,0.28563572735,0.301139151,0.989938015,2671.75189445013,5463.63829312378,-2791.88639867365,-0.510994002327598,0.00139,-0.185448450426394,-0.014324,0.004262015,-0.138451311768309,1.98871225864342,-0.0180908341199018
"2002-02-28",-0.100401405,0.1535,-0.311919486855741,-0.272951108,0.289188137,0.176680076164077,0.22247109105,0.272951108,0.899598595,2403.50425043593,5463.63829312378,-3060.13404268785,-0.560090891547334,0.001285,-0.107833238266815,-0.019481,-0.080920405,-0.0702666392783582,1.98853218893406,-0.00958092851401752
"2002-03-28",0.146851743,0.1435,-0.0492698157276182,-0.272951108,0.289188137,0.17532334651728,0.22247109105,0.272951108,1.146851743,2756.46303892035,5463.63829312378,-2707.17525420343,-0.495489472209484,0.001341,0.0433416283927959,0.037572,0.109279743,0.0617355628186542,2.03923237683656,0.00372630378942948
"2002-04-30",-0.142337967,0.184,-0.367504897636585,-0.272951108,0.255330329,0.156030889418462,0.22247109105,0.272951108,0.857662033,2364.11369384979,5463.63829312378,-3099.52459927399,-0.567300475065283,0.001546,-0.180531834251877,-0.061001,-0.081336967,-0.130924550973596,2.09420466788652,-0.0134507114317028
"2002-05-31",-0.055828072,0.1585,-0.371005792159524,-0.272951108,0.255330329,0.156113381468934,0.22247109105,0.272951108,0.944171928,2232.12978433336,5463.63829312378,-3231.50850879043,-0.591457255297704,0.001442,-0.18231228204481,-0.0078,-0.048028072,-0.124770635959128,2.10690401416536,-0.0135086300286956
"2002-06-28",-0.141116247,0.203,-0.472724313102412,-0.272951108,0.255330329,0.158497406746894,0.22247109105,0.272951108,0.858883753,1917.14000635131,5463.63829312378,-3546.49828677247,-0.649109274169171,0.001312,-0.265914333332308,-0.071349,-0.069767247,-0.207568754783654,2.15247018200623,-0.0195806346598106
"2002-07-31",-0.114019115,0.162,-0.43936773869285,-0.272951108,0.255330329,0.155373718401648,0.22247109105,0.272951108,0.885980885,1698.54939949604,5463.63829312378,-3765.08889362774,-0.68911752419011,0.001507,-0.242187342795813,-0.073987,-0.040032115,-0.134626332400067,2.14159331905909,-0.0175708187288017
"2002-08-30",-0.069940542,0.139,-0.363212308746671,-0.272951108,0.255330329,0.149110138694116,0.20111388045,0.272951108,0.930059458,1579.75193388151,5463.63829312378,-3883.88635924227,-0.710860813046556,0.001402,-0.189307415068353,0.007061,-0.077001542,-0.1073999331217,2.12564457366672,-0.0132795742366157
"2002-09-30",-0.136946179,0.182,-0.24409203266903,-0.142337967,0.255330329,0.132980667579749,0.141666021,0.142337967,0.863053821,1363.41094276858,5463.63829312378,-4100.2273503552,-0.750457319898997,0.001414,-0.126215670835019,-0.108965,-0.027981179,0.0187104161369426,2.04156426368821,-0.00822126663617479
"2002-10-31",0.193362451,0.1675,-0.281406524015788,-0.142337967,0.193362451,0.122290228807164,0.141666021,0.142337967,1.193362451,1627.04342438253,5463.63829312378,-3836.59486874125,-0.702205135645558,0.001334,-0.178917816084623,0.088599,0.104763451,-0.128614833082121,2.11514691967023,-0.010344388119421
"2002-11-29",0.21305047,0.194,-0.230825507224704,-0.142337967,0.21305047,0.133096861573107,0.141666021,0.142337967,1.21305047,1973.68579065764,5463.63829312378,-3489.95250246614,-0.638759799831257,0.001166,-0.114080731535455,0.059019,0.15403147,-0.00992916648657134,2.16533522019774,-0.0070122109462325
"2002-12-31",-0.102832044,0.1995,-0.343909658972192,-0.142337967,0.21305047,0.133652547370516,0.141666021,0.142337967,0.897167956,1770.72764659056,5463.63829312378,-3692.91064653322,-0.675906867989578,0.001079,-0.209770844014991,-0.058834,-0.043998044,-0.0966774803621642,2.21207344413165,-0.0126742661917685
