,portRet,CompoundAnnualReturn,Min_monthly,Max_monthly,portStdDev_monthly,portVaR,portCVaR,growth_multiplier,wealth_index,peak_wealth_index,drawdown,drawdown_pct
12/30/1994,-0.002042898,NA,NA,NA,NA,NA,NA,1,1000,1000,0,0
1/31/1995,0.010133292,NA,NA,NA,NA,NA,NA,1.010133292,1010.133292,1010.133292,0,0
2/28/1995,0.030290867,NA,NA,NA,NA,NA,NA,1.030290867,1040.731105,1040.731105,0,0
3/31/1995,0.034823247,NA,NA,NA,NA,NA,NA,1.034823247,1076.972741,1076.972741,0,0
4/28/1995,0.029808633,NA,NA,NA,NA,NA,NA,1.029808633,1109.075826,1109.075826,0,0
5/31/1995,0.029879397,NA,NA,NA,NA,NA,NA,1.029879397,1142.214343,1142.214343,0,0
6/30/1995,0.061979472,NA,NA,NA,NA,NA,NA,1.061979472,1213.008185,1213.008185,0,0
7/31/1995,0.051603976,NA,NA,NA,NA,NA,NA,1.051603976,1275.60423,1275.60423,0,0
8/31/1995,0.008863857,NA,NA,NA,NA,NA,NA,1.008863857,1286.911003,1286.911003,0,0
9/29/1995,0.017791782,NA,NA,NA,NA,NA,NA,1.017791782,1309.807444,1309.807444,0,0
10/31/1995,-0.032504111,NA,NA,NA,NA,NA,NA,0.967495889,1267.233317,1309.807444,-42.57412654,-0.032504111
11/30/1995,0.038711018,0.313600163,-0.032504111,0.061979472,0.02517301,0.015750444,0.032504111,1.038711018,1316.289208,1316.289208,0,0
12/29/1995,-0.021317494,0.288229221,-0.032504111,0.061979472,0.027447709,0.026351472,0.032504111,0.978682506,1288.229221,1316.289208,-28.05998697,-0.021317494
1/31/1996,0.038188933,0.324008753,-0.032504111,0.061979472,0.027570106,0.026351472,0.032504111,1.038188933,1337.42532,1337.42532,0,0
2/29/1996,0.01900582,0.309506537,-0.032504111,0.061979472,0.027528823,0.026351472,0.032504111,1.01900582,1362.844185,1362.844185,0,0
3/29/1996,0.019614927,0.290261323,-0.032504111,0.061979472,0.027287539,0.026351472,0.032504111,1.019614927,1389.576274,1389.576274,0,0
4/30/1996,0.05104138,0.316864122,-0.032504111,0.061979472,0.028514695,0.026351472,0.032504111,1.05104138,1460.502164,1460.502164,0,0
5/31/1996,0.026002945,0.311907463,-0.032504111,0.061979472,0.028458641,0.026351472,0.032504111,1.026002945,1498.479521,1498.479521,0,0
6/28/1996,-0.026703631,0.202353533,-0.032504111,0.051603976,0.028996207,0.029313847,0.032504111,0.97329637,1458.464678,1498.479521,-40.01484344,-0.02670363
7/31/1996,-0.060642359,0.074016459,-0.060642359,0.05104138,0.034076435,0.045166323,0.060642359,0.939357641,1370.019939,1498.479521,-128.4595824,-0.085726619
8/30/1996,0.043069764,0.110431389,-0.060642359,0.05104138,0.035684464,0.045166323,0.060642359,1.043069764,1429.026374,1498.479521,-69.45314728,-0.04634908
9/30/1996,0.087461141,0.186442067,-0.060642359,0.087461141,0.042246149,0.045166323,0.060642359,1.087461141,1554.010651,1554.010651,0,0
10/31/1996,0.015514974,0.245327963,-0.060642359,0.087461141,0.03950621,0.041976058,0.060642359,1.015514974,1578.121086,1578.121086,0,0
11/29/1996,0.100310595,0.319180724,-0.060642359,0.100310595,0.045780934,0.041976058,0.060642359,1.100310595,1736.423351,1736.423351,0,0
12/31/1996,-0.030160697,0.30726084,-0.060642359,0.100310595,0.046644936,0.043877445,0.060642359,0.969839304,1684.051613,1736.423351,-52.37173769,-0.030160697
1/31/1997,0.081871162,0.362264381,-0.060642359,0.100310595,0.049507155,0.043877445,0.060642359,1.081871162,1821.926876,1821.926876,0,0
2/28/1997,-0.023335076,0.305660687,-0.060642359,0.100310595,0.051608401,0.043877445,0.060642359,0.976664924,1779.412074,1821.926876,-42.51480166,-0.023335076
