"","portRet","turnover","CompoundAnnualReturn","Min_monthly","Max_monthly","portStdDev_monthly","portVaR","portCVaR","growth_multiplier","wealth_index","peak_wealth_index","drawdown","drawdown_pct","monthly_Rf","portSR","monthly_Rm","Rp_minus_Rm","portIR","portBeta","portTR"
"1994-12-30",-0.0087897485,0,NA,NA,NA,NA,NA,NA,1,1000,1000,0,0,0.00443,NA,0.014955,-0.0237447485,NA,NA,NA
"1995-01-31",0.00513042849999999,0.13825,NA,NA,NA,NA,NA,NA,1.0051304285,1005.1304285,1005.1304285,0,0,0.004156,NA,0.026,-0.0208695715,NA,NA,NA
"1995-02-28",0.024861643,0.1385,NA,NA,NA,NA,NA,NA,1.024861643,1030.1196223818,1030.1196223818,0,0,0.003983,NA,0.039228,-0.014366357,NA,NA,NA
"1995-03-31",0.035512529,0.14625,NA,NA,NA,NA,NA,NA,1.035512529,1066.70177534511,1066.70177534511,0,0,0.004134,NA,0.029334,0.00617852899999999,NA,NA,NA
"1995-04-28",0.0323632275,0.12775,NA,NA,NA,NA,NA,NA,1.0323632275,1101.22368757525,1101.22368757525,0,0,0.00445,NA,0.029395,0.00296822749999999,NA,NA,NA
"1995-05-31",0.032597979,0.16825,NA,NA,NA,NA,NA,NA,1.032597979,1137.12135421714,1137.12135421714,0,0,0.005355,NA,0.039809,-0.007211021,NA,NA,NA
"1995-06-30",0.0791386015,0.1425,NA,NA,NA,NA,NA,NA,1.0791386015,1227.11154792567,1227.11154792567,0,0,0.004714,NA,0.024155,0.0549836015,NA,NA,NA
"1995-07-31",0.0587304095,0.115,NA,NA,NA,NA,NA,NA,1.0587304095,1299.18031163752,1299.18031163752,0,0,0.004522,NA,0.033405,0.0253254095,NA,NA,NA
"1995-08-31",0.0090445625,0.146,NA,NA,NA,NA,NA,NA,1.0090445625,1310.93082916489,1310.93082916489,0,0,0.004637,NA,0.003502,0.0055425625,NA,NA,NA
"1995-09-29",0.017167466,0.128,NA,NA,NA,NA,NA,NA,1.017167466,1333.43618960293,1333.43618960293,0,0,0.004309,NA,0.042102,-0.024934534,NA,NA,NA
"1995-10-31",-0.0394931455,0.10975,NA,NA,NA,NA,NA,NA,0.9605068545,1280.77460015198,1333.43618960293,-52.6615894509544,-0.0394931455000001,0.004714,NA,-0.003442,-0.0360511455,NA,NA,NA
"1995-11-30",0.034922241,0.15025,0.313851289139377,-0.0394931455,0.0791386015,0.0307068235435408,0.02260627715,0.0394931455,1.034922241,1325.50211940517,1333.43618960293,-7.93407019776805,-0.00595009364499896,0.004108,0.617870794464647,0.044179,-0.00925675900000002,-0.13822950979617,NA,NA
"1995-12-29",-0.0389856455,0.134,0.273826563668537,-0.0394931455,0.0791386015,0.0345802740445911,0.0392140205,0.0394931455,0.9610143545,1273.82656366854,1333.43618960293,-59.6096259343965,-0.0447037709034632,0.004882,0.474804162063453,0.017643,-0.0566286455,-0.214271955056621,NA,NA
"1996-01-31",0.0341755645,0.11825,0.310636180344235,-0.0394931455,0.0791386015,0.0343909174744745,0.0392140205,0.0394931455,1.0341755645,1317.360305557,1333.43618960293,-16.0758840459291,-0.0120559830093678,0.004278,0.547502676803411,0.034861,-0.000685435500000012,-0.157972549698205,NA,NA
