,portRet,turnover,portTransactionCost,CompoundAnnualReturn,Min_monthly,Max_monthly,portStdDev_monthly,portVaR,portCVaR,growth_multiplier,wealth_index,peak_wealth_index,drawdown,drawdown_pct,monthly_Rf,portSR,monthly_Rm,Rp_minus_Rm,portIR,portBeta,portTR
12/30/1994,-0.004042225,0,0,NA,NA,NA,NA,NA,NA,1,1000,1000,0,0,0.00443,NA,0.01486249,-0.018904715,NA,NA,NA
1/31/1995,0.01188175,0.1,0.00025,NA,NA,NA,NA,NA,NA,1.01188175,1011.88175,1011.88175,0,0,0.004156,NA,0.026,-0.01411825,NA,NA,NA
2/28/1995,0.020227625,0.1,0.00025,NA,NA,NA,NA,NA,NA,1.020227625,1032.349715,1032.349715,0,0,0.003983,NA,0.039228,-0.019000375,NA,NA,NA
3/31/1995,0.038106075,0.1125,0.00028125,NA,NA,NA,NA,NA,NA,1.038106075,1071.68851,1071.68851,0,0,0.004134,NA,0.029263859,0.008842216,NA,NA,NA
4/28/1995,0.051150675,0.1,0.00025,NA,NA,NA,NA,NA,NA,1.051150675,1126.506101,1126.506101,0,0,0.00445,NA,0.029395,0.021755675,NA,NA,NA
5/31/1995,0.021068175,0.125,0.0003125,NA,NA,NA,NA,NA,NA,1.021068175,1150.239529,1150.239529,0,0,0.005355,NA,0.039809,-0.018740825,NA,NA,NA
6/30/1995,0.070822975,0.125,0.0003125,NA,NA,NA,NA,NA,NA,1.070822975,1231.702914,1231.702914,0,0,0.004714,NA,0.024063667,0.046759308,NA,NA,NA
7/31/1995,0.068781125,0.075,0.0001875,NA,NA,NA,NA,NA,NA,1.068781125,1316.420826,1316.420826,0,0,0.004522,NA,0.033405,0.035376125,NA,NA,NA
8/31/1995,0.015108425,0.05,0.000125,NA,NA,NA,NA,NA,NA,1.015108425,1336.309871,1336.309871,0,0,0.004637,NA,0.003502,0.011606425,NA,NA,NA
9/29/1995,0.026190525,0.05,0.000125,NA,NA,NA,NA,NA,NA,1.026190525,1371.308528,1371.308528,0,0,0.004309,NA,0.04200703,-0.015816505,NA,NA,NA
10/31/1995,-0.030175475,0.05,0.000125,NA,NA,NA,NA,NA,NA,0.969824525,1329.928642,1371.308528,-41.37988622,-0.030175475,0.004714,NA,-0.003442,-0.026733475,NA,NA,NA
11/30/1995,0.028268075,0.0875,0.00021875,0.361995329,-0.030175475,0.070822975,0.028691165,0.015802188,0.030175475,1.028268075,1367.523165,1371.308528,-3.785363614,-0.002760403,0.004108,0.766425606,0.044179,-0.015910925,-0.016608799,NA,NA
