,portRet,CompoundAnnualReturn,Min_monthly,Max_monthly,portStdDev_monthly,portVaR,portCVaR,growth_multiplier,wealth_index,peak_wealth_index,drawdown,drawdown_pct
12/30/1994,-0.0081981,NA,NA,NA,NA,NA,NA,1,1000,1000,0,0
1/31/1995,0.0302235,NA,NA,NA,NA,NA,NA,1.0302235,1030.2235,1030.2235,0,0
2/28/1995,0.0295212,NA,NA,NA,NA,NA,NA,1.0295212,1060.636934,1060.636934,0,0
3/31/1995,0.0396175,NA,NA,NA,NA,NA,NA,1.0396175,1102.656718,1102.656718,0,0
4/28/1995,0.0469571,NA,NA,NA,NA,NA,NA,1.0469571,1154.434279,1154.434279,0,0
5/31/1995,0.0571384,NA,NA,NA,NA,NA,NA,1.0571384,1220.396807,1220.396807,0,0
6/30/1995,0.1058499,NA,NA,NA,NA,NA,NA,1.1058499,1349.575687,1349.575687,0,0
7/31/1995,0.0748869,NA,NA,NA,NA,NA,NA,1.0748869,1450.641227,1450.641227,0,0
8/31/1995,0.022329,NA,NA,NA,NA,NA,NA,1.022329,1483.032595,1483.032595,0,0
9/29/1995,0.009486,NA,NA,NA,NA,NA,NA,1.009486,1497.100642,1497.100642,0,0
10/31/1995,-0.0457325,NA,NA,NA,NA,NA,NA,0.9542675,1428.634487,1497.100642,-68.4661551,-0.0457325
11/30/1995,0.0414567,0.475663325,-0.0457325,0.1058499,0.038767767,0.02508858,0.0457325,1.0414567,1487.860958,1497.100642,-9.239683776,-0.006171719
12/29/1995,-0.0869567,0.358481479,-0.0869567,0.1058499,0.051174097,0.06428339,0.0869567,0.9130433,1358.481479,1497.100642,-138.6191627,-0.092591746
1/31/1996,0.006838,0.327644706,-0.0869567,0.1058499,0.051487192,0.06428339,0.0869567,1.006838,1367.770775,1497.100642,-129.3298664,-0.086386889
2/29/1996,0.0386931,0.339472558,-0.0869567,0.1058499,0.051626423,0.06428339,0.0869567,1.0386931,1420.694067,1497.100642,-76.406575,-0.051036365
3/29/1996,0.0110632,0.302682391,-0.0869567,0.1058499,0.051593738,0.06428339,0.0869567,1.0110632,1436.411489,1497.100642,-60.6891524,-0.040537791
4/30/1996,0.0923119,0.359115362,-0.0869567,0.1058499,0.055016034,0.06428339,0.0869567,1.0923119,1569.009363,1569.009363,0,0
