"","portRet","turnover","CompoundAnnualReturn","Min_monthly","Max_monthly","portStdDev_monthly","portVaR","portCVaR","growth_multiplier","wealth_index","peak_wealth_index","drawdown","drawdown_pct","monthly_Rf","portSR","monthly_Rm","Rp_minus_Rm","portIR","portBeta","portTR"
"1994-12-30",-0.02052949,0,NA,NA,NA,NA,NA,NA,1,1000,1000,0,0,0.00443,NA,0.014955,-0.03548449,NA,NA,NA
"1995-01-31",0.005254746,0.184,NA,NA,NA,NA,NA,NA,1.005254746,1005.254746,1005.254746,0,0,0.004156,NA,0.026,-0.020745254,NA,NA,NA
"1995-02-28",0.030450634,0.196,NA,NA,NA,NA,NA,NA,1.030450634,1035.86539034721,1035.86539034721,0,0,0.003983,NA,0.039228,-0.008777366,NA,NA,NA
"1995-03-31",0.041063992,0.176,NA,NA,NA,NA,NA,NA,1.041063992,1078.4021584495,1078.4021584495,0,0,0.004134,NA,0.029334,0.011729992,NA,NA,NA
"1995-04-28",0.025608618,0.147,NA,NA,NA,NA,NA,NA,1.025608618,1106.01854737561,1106.01854737561,0,0,0.00445,NA,0.029395,-0.00378638199999999,NA,NA,NA
"1995-05-31",0.042060662,0.187,NA,NA,NA,NA,NA,NA,1.042060662,1152.53841966251,1152.53841966251,0,0,0.005355,NA,0.039809,0.00225166200000001,NA,NA,NA
"1995-06-30",0.11451705,0.178,NA,NA,NA,NA,NA,NA,1.11451705,1284.52371949392,1284.52371949392,0,0,0.004714,NA,0.024155,0.09036205,NA,NA,NA
"1995-07-31",0.07568456,0.154,NA,NA,NA,NA,NA,NA,1.07568456,1381.74233201338,1381.74233201338,0,0,0.004522,NA,0.033405,0.04227956,NA,NA,NA
"1995-08-31",0.03126069,0.162,NA,NA,NA,NA,NA,NA,1.03126069,1424.93655071433,1424.93655071433,0,0,0.004637,NA,0.003502,0.02775869,NA,NA,NA
"1995-09-29",0.019276136,0.168,NA,NA,NA,NA,NA,NA,1.019276136,1452.40382145727,1452.40382145727,0,0,0.004309,NA,0.042102,-0.022825864,NA,NA,NA
"1995-10-31",-0.063838808,0.158,NA,NA,NA,NA,NA,NA,0.936161192,1359.68409276079,1452.40382145727,-92.719728696477,-0.063838808,0.004714,NA,-0.003442,-0.060396808,NA,NA,NA
"1995-11-30",0.011430556,0.178,0.346993348732075,-0.063838808,0.11451705,0.0444769329814781,0.0400186831,0.063838808,1.011430556,1375.2260379254,1452.40382145727,-77.1777835318655,-0.0531379650698173,0.004108,0.484759418452826,0.044179,-0.032748444,-0.0214609539759098,NA,NA
"1995-12-29",-0.0877244,0.117,0.254585158884021,-0.0877244,0.11451705,0.0540663199106797,0.0745873244,0.0877244,0.9122756,1254.58515888402,1452.40382145727,-197.818662573249,-0.136200868966846,0.004882,0.294515507860955,0.017643,-0.1053674,-0.134525309809181,NA,NA
