,portRet,CompoundAnnualReturn,Min_monthly,Max_monthly,portStdDev_monthly,portVaR,portCVaR,growth_multiplier,wealth_index,peak_wealth_index,drawdown,drawdown_pct
12/30/1994,0.019935661,NA,NA,NA,NA,NA,NA,1,1000,1000,0,0
1/31/1995,0.021610551,NA,NA,NA,NA,NA,NA,1.021610551,1021.610551,1021.610551,0,0
2/28/1995,0.04095768,NA,NA,NA,NA,NA,NA,1.04095768,1063.453349,1063.453349,0,0
3/31/1995,0.032054528,NA,NA,NA,NA,NA,NA,1.032054528,1097.541843,1097.541843,0,0
4/28/1995,0.003150012,NA,NA,NA,NA,NA,NA,1.003150012,1100.999113,1100.999113,0,0
5/31/1995,0.024956803,NA,NA,NA,NA,NA,NA,1.024956803,1128.476532,1128.476532,0,0
6/30/1995,0.027535082,NA,NA,NA,NA,NA,NA,1.027535082,1159.549225,1159.549225,0,0
7/31/1995,0.032394051,NA,NA,NA,NA,NA,NA,1.032394051,1197.111722,1197.111722,0,0
8/31/1995,0.003441646,NA,NA,NA,NA,NA,NA,1.003441646,1201.231757,1201.231757,0,0
9/29/1995,0.038754387,NA,NA,NA,NA,NA,NA,1.038754387,1247.784758,1247.784758,0,0
10/31/1995,-0.010384887,NA,NA,NA,NA,NA,NA,0.989615113,1234.826654,1247.784758,-12.95810405,-0.010384887
11/30/1995,0.044605077,0.315621324,-0.010384887,0.044605077,0.016878589,0.002940693,0.010384887,1.044605077,1289.906192,1289.906192,0,0
12/29/1995,-0.029511743,0.251838812,-0.029511743,0.044605077,0.022769406,0.018991972,0.029511743,0.970488257,1251.838812,1289.906192,-38.06737958,-0.029511743
1/31/1996,0.02412606,0.254921211,-0.029511743,0.044605077,0.022805867,0.018991972,0.029511743,1.02412606,1282.04075,1289.906192,-7.865441902,-0.006097685
2/29/1996,0.008659109,0.215983834,-0.029511743,0.044605077,0.021910978,0.018991972,0.029511743,1.008659109,1293.14208,1293.14208,0,0
3/29/1996,0.043105697,0.229004506,-0.029511743,0.044605077,0.022830331,0.018991972,0.029511743,1.043105697,1348.883871,1348.883871,0,0
4/30/1996,0.022498572,0.252709303,-0.029511743,0.044605077,0.022398559,0.018991972,0.029511743,1.022498572,1379.231831,1379.231831,0,0
5/31/1996,0.028870848,0.257493075,-0.029511743,0.044605077,0.02251848,0.018991972,0.029511743,1.028870848,1419.051424,1419.051424,0,0
6/28/1996,0.013398863,0.24019323,-0.029511743,0.044605077,0.022429954,0.018991972,0.029511743,1.013398863,1438.065099,1438.065099,0,0
7/31/1996,-0.049565596,0.141736833,-0.049565596,0.044605077,0.029211349,0.038535977,0.049565596,0.950434404,1366.786546,1438.065099,-71.27855336,-0.049565596
8/30/1996,0.032266922,0.174534833,-0.049565596,0.044605077,0.029670046,0.038535977,0.049565596,1.032266922,1410.888541,1438.065099,-27.17655788,-0.018898003
9/30/1996,0.086411818,0.228421789,-0.049565596,0.086411818,0.035845878,0.038535977,0.049565596,1.086411818,1532.805986,1532.805986,0,0
10/31/1996,0.085200875,0.347073608,-0.049565596,0.086411818,0.039436104,0.038535977,0.049565596,1.085200875,1663.402397,1663.402397,0,0
11/29/1996,0.094720706,0.411700368,-0.049565596,0.094720706,0.043994326,0.038535977,0.049565596,1.094720706,1820.961046,1820.961046,0,0
12/31/1996,-0.027274521,0.414954695,-0.049565596,0.094720706,0.043723039,0.037305505,0.049565596,0.972725479,1771.295205,1820.961046,-49.66584106,-0.027274521
1/31/1997,0.032375737,0.426352628,-0.049565596,0.094720706,0.043683665,0.037305505,0.049565596,1.032375737,1828.642192,1828.642192,0,0
2/28/1997,-0.046636863,0.348158168,-0.049565596,0.094720706,0.048852455,0.047954793,0.049565596,0.953363137,1743.360058,1828.642192,-85.28213468,-0.046636863
3/31/1997,-0.049953961,0.227883552,-0.049953961,0.094720706,0.053137238,0.04974036,0.049953961,0.950046039,1656.272318,1828.642192,-172.3698744,-0.094261127
4/30/1997,0.057318336,0.269697415,-0.049953961,0.094720706,0.054311599,0.04974036,0.049953961,1.057318336,1751.207091,1828.642192,-77.43510136,-0.042345682
5/30/1997,0.06506947,0.314369005,-0.049953961,0.094720706,0.055748829,0.04974036,0.049953961,1.06506947,1865.157208,1865.157208,0,0
6/30/1997,0.057936226,0.372133555,-0.049953961,0.094720706,0.056425058,0.04974036,0.049953961,1.057936226,1973.217378,1973.217378,0,0
7/31/1997,0.107981261,0.599582528,-0.049953961,0.107981261,0.055008051,0.048129557,0.049953961,1.107981261,2186.287878,2186.287878,0,0
8/29/1997,-0.06630204,0.44684181,-0.06630204,0.107981261,0.063223032,0.057310596,0.06630204,0.93369796,2041.332531,2186.287878,-144.9553469,-0.06630204
9/30/1997,0.052448235,0.401610406,-0.06630204,0.107981261,0.061350519,0.057310596,0.06630204,1.052448235,2148.396819,2186.287878,-37.89105884,-0.01733123
10/31/1997,-0.028521763,0.254729919,-0.06630204,0.107981261,0.060870447,0.057310596,0.06630204,0.971478237,2087.120755,2186.287878,-99.16712296,-0.045358676
11/28/1997,0.019856304,0.168923005,-0.06630204,0.107981261,0.05626351,0.057310596,0.06630204,1.019856304,2128.563259,2186.287878,-57.72461943,-0.026403028
12/31/1997,0.040782696,0.250707279,-0.06630204,0.107981261,0.055084838,0.057310596,0.06630204,1.040782696,2215.371807,2215.371807,0,0
1/30/1998,-0.028972741,0.176384545,-0.06630204,0.107981261,0.056675578,0.057310596,0.06630204,0.971027259,2151.186414,2215.371807,-64.18539259,-0.028972741
2/27/1998,0.079554603,0.332096135,-0.06630204,0.107981261,0.055884102,0.057310596,0.06630204,1.079554603,2322.323195,2322.323195,0,0
3/31/1998,0.031226804,0.445922812,-0.06630204,0.107981261,0.050567214,0.045770925,0.06630204,1.031226804,2394.841928,2394.841928,0,0
4/30/1998,0.001782211,0.369975061,-0.06630204,0.107981261,0.050617161,0.045770925,0.06630204,1.001782211,2399.110041,2399.110041,0,0
5/29/1998,-0.021090793,0.25914904,-0.06630204,0.107981261,0.050949917,0.045770925,0.06630204,0.978909207,2348.510908,2399.110041,-50.59913315,-0.021090793
6/30/1998,0.036505774,0.23364265,-0.06630204,0.107981261,0.049885058,0.045770925,0.06630204,1.036505774,2434.245115,2434.245115,0,0
7/31/1998,0.007175095,0.12140358,-0.06630204,0.079554603,0.041234204,0.045770925,0.06630204,1.007175095,2451.711054,2451.711054,0,0
8/31/1998,-0.131619502,0.042955048,-0.131619502,0.079554603,0.054464158,0.075163783,0.131619502,0.868380498,2129.018067,2451.711054,-322.6929872,-0.131619502
9/30/1998,-0.023505575,-0.032313651,-0.131619502,0.079554603,0.052828385,0.075163783,0.131619502,0.976494425,2078.974274,2451.711054,-372.7367807,-0.152031284
10/30/1998,0.062085846,0.057940297,-0.131619502,0.079554603,0.055029203,0.075163783,0.131619502,1.062085846,2208.049151,2451.711054,-243.6619034,-0.099384429
11/30/1998,0.030220754,0.068691781,-0.131619502,0.079554603,0.055344348,0.075163783,0.131619502,1.030220754,2274.778061,2451.711054,-176.9329936,-0.072167148
12/31/1998,0.060503427,0.088941333,-0.131619502,0.079554603,0.056714136,0.075163783,0.131619502,1.060503427,2412.409929,2451.711054,-39.30112573,-0.016030081
1/29/1999,-0.005165606,0.115639423,-0.131619502,0.079554603,0.055685262,0.072156842,0.131619502,0.994834394,2399.94837,2451.711054,-51.76268415,-0.021112881
2/26/1999,-0.066408863,-0.035202967,-0.131619502,0.062085846,0.05520295,0.09575365,0.131619502,0.933591137,2240.570528,2451.711054,-211.1405266,-0.086119662
3/31/1999,0.021123646,-0.044655298,-0.131619502,0.062085846,0.054733083,0.09575365,0.131619502,1.021123646,2287.899547,2451.711054,-163.8115069,-0.066815177
4/30/1999,-0.022191026,-0.067517258,-0.131619502,0.062085846,0.055004742,0.09575365,0.131619502,0.977808974,2237.128709,2451.711054,-214.5823452,-0.087523505
5/28/1999,0.012386879,-0.035627323,-0.131619502,0.062085846,0.054928169,0.09575365,0.131619502,1.012386879,2264.839752,2451.711054,-186.8713021,-0.076220769
6/30/1999,0.050659739,-0.022458368,-0.131619502,0.062085846,0.055962442,0.09575365,0.131619502,1.050659739,2379.575943,2451.711054,-72.13511088,-0.029422354
7/30/1999,-0.028336804,-0.056925423,-0.131619502,0.062085846,0.056462473,0.09575365,0.131619502,0.971663196,2312.146366,2451.711054,-139.564688,-0.056925423
8/31/1999,0.003252756,0.089547924,-0.066408863,0.062085846,0.039478224,0.045469231,0.066408863,1.003252756,2319.667214,2451.711054,-132.0438401,-0.053857831
9/30/1999,-0.060682565,0.048066772,-0.066408863,0.062085846,0.043426877,0.063259399,0.066408863,0.939317435,2178.903857,2451.711054,-272.8071973,-0.111272165
10/29/1999,0.038902567,0.025189503,-0.066408863,0.060503427,0.041099404,0.063259399,0.066408863,1.038902567,2263.668811,2451.711054,-188.0422436,-0.076698371
11/30/1999,-0.001714207,-0.006589499,-0.066408863,0.060503427,0.040190234,0.063259399,0.066408863,0.998285793,2259.788413,2451.711054,-191.9226414,-0.078281101
12/31/1999,0.042293297,-0.023647562,-0.066408863,0.050659739,0.037989591,0.063259399,0.066408863,1.042293297,2355.362315,2451.711054,-96.34873962,-0.03929857
1/31/2000,-0.039065357,-0.056917526,-0.066408863,0.050659739,0.039530459,0.063259399,0.066408863,0.960934643,2263.349246,2451.711054,-188.3618087,-0.076828715
2/29/2000,0.011356572,0.02163851,-0.060682565,0.050659739,0.034442709,0.048793101,0.060682565,1.011356572,2289.053135,2451.711054,-162.6579192,-0.066344653
