"","portRet","turnover","CompoundAnnualReturn","Min_monthly","Max_monthly","portStdDev_monthly","portVaR","portCVaR","growth_multiplier","wealth_index","peak_wealth_index","drawdown","drawdown_pct","monthly_Rf","portSR","monthly_Rm","Rp_minus_Rm","portIR","portBeta","portTR"
"1994-12-30",-0.01467664475,0,NA,NA,NA,NA,NA,NA,1,1000,1000,0,0,0.00443,NA,0.014955,-0.02963164475,NA,NA,NA
"1995-01-31",0.0158833745,0.14725,NA,NA,NA,NA,NA,NA,1.0158833745,1015.8833745,1015.8833745,0,0,0.004156,NA,0.026,-0.0101166255,NA,NA,NA
"1995-02-28",0.02399081475,0.1405,NA,NA,NA,NA,NA,NA,1.02399081475,1040.25524434523,1040.25524434523,0,0,0.003983,NA,0.039228,-0.01523718525,NA,NA,NA
"1995-03-31",0.03367218675,0.160375,NA,NA,NA,NA,NA,NA,1.03367218675,1075.28291320049,1075.28291320049,0,0,0.004134,NA,0.029334,0.00433818675000001,NA,NA,NA
"1995-04-28",0.02375587425,0.159625,NA,NA,NA,NA,NA,NA,1.02375587425,1100.82719886966,1100.82719886966,0,0,0.00445,NA,0.029395,-0.00563912574999999,NA,NA,NA
"1995-05-31",0.03508387175,0.17575,NA,NA,NA,NA,NA,NA,1.03508387175,1139.44847913371,1139.44847913371,0,0,0.005355,NA,0.039809,-0.00472512824999999,NA,NA,NA
"1995-06-30",0.09279772725,0.155,NA,NA,NA,NA,NA,NA,1.09279772725,1245.18670831579,1245.18670831579,0,0,0.004714,NA,0.024155,0.06864272725,NA,NA,NA
"1995-07-31",0.06228170125,0.1275,NA,NA,NA,NA,NA,NA,1.06228170125,1322.73905488359,1322.73905488359,0,0,0.004522,NA,0.033405,0.02887670125,NA,NA,NA
"1995-08-31",0.01380004525,0.1715,NA,NA,NA,NA,NA,NA,1.01380004525,1340.99291369492,1340.99291369492,0,0,0.004637,NA,0.003502,0.01029804525,NA,NA,NA
"1995-09-29",0.01757738,0.1195,NA,NA,NA,NA,NA,NA,1.01757738,1364.56405571624,1364.56405571624,0,0,0.004309,NA,0.042102,-0.02452462,NA,NA,NA
"1995-10-31",-0.04653964275,0.114875,NA,NA,NA,NA,NA,NA,0.95346035725,1301.05773205372,1364.56405571624,-63.5063236625251,-0.04653964275,0.004714,NA,-0.003442,-0.04309764275,NA,NA,NA
"1995-11-30",0.0300829625,0.142625,0.320527801838468,-0.04653964275,0.09279772725,0.0345555773772801,0.02901499385,0.04653964275,1.0300829625,1340.19740301743,1364.56405571624,-24.3666526988177,-0.0178567305776114,0.004108,0.564784974730742,0.044179,-0.0140960375,-0.099034671605047,NA,NA
"1995-12-29",-0.05132344925,0.12825,0.27141384961868,-0.05132344925,0.09279772725,0.0395417124739257,0.048692355675,0.05132344925,0.94867655075,1271.41384961868,1364.56405571624,-93.1502060975647,-0.0682637108220406,0.004882,0.415381702676571,0.017643,-0.06896644925,-0.17988448253157,NA,NA
