,portRet,CompoundAnnualReturn,Min_monthly,Max_monthly,portStdDev_monthly,portVaR,portCVaR,growth_multiplier,wealth_index,peak_wealth_index,drawdown,drawdown_pct
12/30/1994,-0.005078353,NA,NA,NA,NA,NA,NA,1,1000,1000,0,0
1/31/1995,0.00590239,NA,NA,NA,NA,NA,NA,1.005902391,1005.902391,1005.902391,0,0
2/28/1995,0.029937182,NA,NA,NA,NA,NA,NA,1.029937182,1036.016273,1036.016273,0,0
3/31/1995,0.035654991,NA,NA,NA,NA,NA,NA,1.035654991,1072.955424,1072.955424,0,0
4/28/1995,0.031408767,NA,NA,NA,NA,NA,NA,1.031408767,1106.65563,1106.65563,0,0
5/31/1995,0.030483137,NA,NA,NA,NA,NA,NA,1.030483137,1140.389965,1140.389965,0,0
6/30/1995,0.058527087,NA,NA,NA,NA,NA,NA,1.058527087,1207.133667,1207.133667,0,0
7/31/1995,0.052618036,NA,NA,NA,NA,NA,NA,1.052618036,1270.650669,1270.650669,0,0
8/31/1995,0.00906733,NA,NA,NA,NA,NA,NA,1.00906733,1282.172078,1282.172078,0,0
9/29/1995,0.01805809,NA,NA,NA,NA,NA,NA,1.01805809,1305.325656,1305.325656,0,0
10/31/1995,-0.030094951,NA,NA,NA,NA,NA,NA,0.969905049,1266.041944,1305.325656,-39.28371166,-0.030094951
11/30/1995,0.039544936,0.309423834,-0.030094951,0.058527087,0.024984454,0.016335822,0.030094951,1.039544936,1316.107492,1316.107492,0,0
12/29/1995,-0.016842571,0.293940858,-0.030094951,0.058527087,0.026378387,0.022806142,0.030094951,0.983157429,1293.940858,1316.107492,-22.16663388,-0.016842571
1/31/1996,0.038930058,0.336425943,-0.030094951,0.058527087,0.026266377,0.022806142,0.030094951,1.038930058,1344.314051,1344.314051,0,0
2/29/1996,0.019923961,0.323432988,-0.030094951,0.058527087,0.026246496,0.022806142,0.030094951,1.019923961,1371.098112,1371.098112,0,0
3/29/1996,0.018310539,0.301269023,-0.030094951,0.058527087,0.026019296,0.022806142,0.030094951,1.018310539,1396.203656,1396.203656,0,0
4/30/1996,0.053394576,0.329007252,-0.030094951,0.058527087,0.02743937,0.022806142,0.030094951,1.053394576,1470.753358,1470.753358,0,0
5/31/1996,0.024566691,0.321376851,-0.030094951,0.058527087,0.027371763,0.022806142,0.030094951,1.024566691,1506.884901,1506.884901,0,0
6/28/1996,-0.026900948,0.214735624,-0.030094951,0.053394576,0.028609518,0.028338249,0.030094951,0.973099052,1466.348268,1506.884901,-40.53663235,-0.026900948
7/31/1996,-0.059685067,0.085136307,-0.059685067,0.053394576,0.033710551,0.043410503,0.059685067,0.940314934,1378.829174,1506.884901,-128.0557262,-0.08498043
8/30/1996,0.042388066,0.120968941,-0.059685067,0.053394576,0.03520357,0.043410503,0.059685067,1.042388066,1437.275076,1506.884901,-69.60982421,-0.04619452
9/30/1996,0.084737525,0.194388696,-0.059685067,0.084737525,0.041302376,0.043410503,0.059685067,1.084737525,1559.066208,1559.066208,0,0
10/31/1996,0.018415891,0.254127329,-0.059685067,0.084737525,0.038706198,0.041653801,0.059685067,1.018415891,1587.777802,1587.777802,0,0
11/29/1996,0.098915387,0.325753,-0.059685067,0.098915387,0.044785945,0.041653801,0.059685067,1.098915387,1744.833457,1744.833457,0,0
12/31/1996,-0.027645439,0.311185715,-0.059685067,0.098915387,0.045793689,0.042063271,0.059685067,0.972354561,1696.59677,1744.833457,-48.23668689,-0.027645439
1/31/1997,0.083735432,0.367732511,-0.059685067,0.098915387,0.048864919,0.042063271,0.059685067,1.083735432,1838.662032,1838.662032,0,0
2/28/1997,-0.024225992,0.308526798,-0.059685067,0.098915387,0.051099264,0.042063271,0.059685067,0.975774009,1794.118622,1838.662032,-44.54341077,-0.024225992
3/31/1997,-0.039890113,0.23373909,-0.059685067,0.098915387,0.054331012,0.048797842,0.059685067,0.960109888,1722.551028,1838.662032,-116.1110044,-0.063149726
4/30/1997,0.036831503,0.214340366,-0.059685067,0.098915387,0.053582584,0.048797842,0.059685067,1.036831503,1785.995171,1838.662032,-52.66686107,-0.028644123
5/30/1997,0.109497625,0.315002493,-0.059685067,0.109497625,0.059830785,0.048797842,0.059685067,1.109497625,1981.557401,1981.557401,0,0
6/30/1997,0.025255645,0.385484578,-0.059685067,0.109497625,0.057595672,0.048797842,0.059685067,1.025255645,2031.602911,2031.602911,0,0
7/31/1997,0.122104841,0.653338574,-0.039890113,0.122104841,0.056027079,0.033155542,0.039890113,1.122104841,2279.671461,2279.671461,0,0
8/29/1997,-0.024287029,0.547584767,-0.039890113,0.122104841,0.059423739,0.033155542,0.039890113,0.975712971,2224.305015,2279.671461,-55.36644689,-0.024287029
9/30/1997,0.034326768,0.475664217,-0.039890113,0.122104841,0.057621703,0.033155542,0.039890113,1.034326768,2300.658216,2300.658216,0,0
10/31/1997,-0.075130989,0.340116663,-0.075130989,0.122104841,0.06573972,0.055748507,0.075130989,0.924869012,2127.80749,2300.658216,-172.8507259,-0.075130989
11/28/1997,-0.000142393,0.219316662,-0.075130989,0.122104841,0.061946828,0.055748507,0.075130989,0.999857608,2127.504506,2300.658216,-173.1537098,-0.075262683
12/31/1997,0.006030124,0.261545265,-0.075130989,0.122104841,0.060416666,0.055748507,0.075130989,1.006030124,2140.333621,2300.658216,-160.3245949,-0.069686403
1/30/1998,0.004570161,0.169391248,-0.075130989,0.122104841,0.057201106,0.055748507,0.075130989,1.004570161,2150.115289,2300.658216,-150.5429267,-0.06543472
2/27/1998,0.0881828,0.304104672,-0.075130989,0.122104841,0.059429479,0.055748507,0.075130989,1.088182801,2339.718477,2339.718477,0,0
3/31/1998,0.029503206,0.398360707,-0.075130989,0.122104841,0.055926149,0.047166811,0.075130989,1.029503206,2408.747673,2408.747673,0,0
4/30/1998,0.037282616,0.398969116,-0.075130989,0.122104841,0.055931509,0.047166811,0.075130989,1.037282616,2498.552086,2498.552086,0,0
5/29/1998,-0.042433049,0.207399242,-0.075130989,0.122104841,0.053380026,0.057147122,0.075130989,0.957566952,2392.530904,2498.552086,-106.0211818,-0.042433049
6/30/1998,-0.001954857,0.175354611,-0.075130989,0.122104841,0.053579894,0.057147122,0.075130989,0.998045143,2387.853848,2498.552086,-110.6982376,-0.044304955
7/31/1998,-0.008961796,0.038068173,-0.075130989,0.0881828,0.041786784,0.057147122,0.075130989,0.991038204,2366.454388,2498.552086,-132.0976979,-0.052869699
8/31/1998,-0.174640849,-0.121894357,-0.174640849,0.0881828,0.066339765,0.119910426,0.174640849,0.825359152,1953.174786,2498.552086,-545.3773002,-0.218277339
9/30/1998,0.077901977,-0.084900595,-0.174640849,0.0881828,0.069995768,0.119910426,0.174640849,1.077901977,2105.330963,2498.552086,-393.2211229,-0.157379598
10/30/1998,0.076681638,0.065308399,-0.174640849,0.0881828,0.069883794,0.101926559,0.174640849,1.076681638,2266.77119,2498.552086,-231.7808961,-0.092766085
11/30/1998,0.06132608,0.130800604,-0.174640849,0.0881828,0.071493469,0.101926559,0.174640849,1.06132608,2405.78338,2498.552086,-92.76870595,-0.037128986
12/31/1998,0.072901054,0.205965042,-0.174640849,0.0881828,0.073496683,0.101926559,0.174640849,1.072901054,2581.167524,2581.167524,0,0
1/29/1999,0.02374991,0.228989921,-0.174640849,0.0881828,0.073377912,0.101926559,0.174640849,1.02374991,2642.470019,2642.470019,0,0
2/26/1999,-0.058199989,0.063665701,-0.174640849,0.077901977,0.073172852,0.110598376,0.174640849,0.941800011,2488.678293,2642.470019,-153.7917261,-0.058199989
3/31/1999,0.026584675,0.060650322,-0.174640849,0.077901977,0.073098836,0.110598376,0.174640849,1.026584675,2554.838996,2642.470019,-87.63102369,-0.033162542
4/30/1999,0.02579765,0.048906626,-0.174640849,0.077901977,0.072748071,0.110598376,0.174640849,1.02579765,2620.747838,2642.470019,-21.72218148,-0.008220408
