,portRet,turnover,portTransactionCost,CompoundAnnualReturn,Min_monthly,Max_monthly,portStdDev_monthly,portVaR,portCVaR,growth_multiplier,wealth_index,peak_wealth_index,drawdown,drawdown_pct,monthly_Rf,portSR,monthly_Rm,Rp_minus_Rm,portIR,portBeta,portTR
12/30/1994,-0.01414865,0,0,NA,NA,NA,NA,NA,NA,1,1000,1000,0,0,0.00443,NA,0.01486249,-0.02901114,NA,NA,NA
1/31/1995,0.01038215,0.15,0.000375,NA,NA,NA,NA,NA,NA,1.01038215,1010.38215,1010.38215,0,0,0.004156,NA,0.026,-0.01561785,NA,NA,NA
2/28/1995,0.0136701,0.2,0.0005,NA,NA,NA,NA,NA,NA,1.0136701,1024.194175,1024.194175,0,0,0.003983,NA,0.039228,-0.0255579,NA,NA,NA
3/31/1995,0.03624405,0.225,0.0005625,NA,NA,NA,NA,NA,NA,1.03624405,1061.31512,1061.31512,0,0,0.004134,NA,0.029263859,0.006980191,NA,NA,NA
4/28/1995,0.0506863,0.15,0.000375,NA,NA,NA,NA,NA,NA,1.0506863,1115.109256,1115.109256,0,0,0.00445,NA,0.029395,0.0212913,NA,NA,NA
5/31/1995,0.0422482,0.25,0.000625,NA,NA,NA,NA,NA,NA,1.0422482,1162.220615,1162.220615,0,0,0.005355,NA,0.039809,0.0024392,NA,NA,NA
6/30/1995,0.07579415,0.1,0.00025,NA,NA,NA,NA,NA,NA,1.07579415,1250.310139,1250.310139,0,0,0.004714,NA,0.024063667,0.051730483,NA,NA,NA
7/31/1995,0.05363705,0.15,0.000375,NA,NA,NA,NA,NA,NA,1.05363705,1317.373086,1317.373086,0,0,0.004522,NA,0.033405,0.02023205,NA,NA,NA
8/31/1995,0.01267115,0.15,0.000375,NA,NA,NA,NA,NA,NA,1.01267115,1334.065718,1334.065718,0,0,0.004637,NA,0.003502,0.00916915,NA,NA,NA
9/29/1995,0.00751865,0.05,0.000125,NA,NA,NA,NA,NA,NA,1.00751865,1344.096092,1344.096092,0,0,0.004309,NA,0.04200703,-0.03448838,NA,NA,NA
10/31/1995,-0.04206285,0.1,0.00025,NA,NA,NA,NA,NA,NA,0.95793715,1287.559579,1344.096092,-56.53651229,-0.04206285,0.004714,NA,-0.003442,-0.03862085,NA,NA,NA
11/30/1995,0.03101435,0.125,0.0003125,0.308710177,-0.04206285,0.07579415,0.032062571,0.02671004,0.04206285,1.03101435,1327.492403,1344.096092,-16.60368885,-0.012353052,0.004108,0.582565698,0.044179,-0.01316465,-0.13698158,NA,NA
12/29/1995,-0.04889695,0.125,0.0003125,0.262582073,-0.04889695,0.07579415,0.036935084,0.045138195,0.04889695,0.95110305,1262.582073,1344.096092,-81.51401849,-0.060645975,0.004882,0.42629376,0.01753253,-0.06642948,-0.213476921,NA,NA
1/31/1996,0.0376507,0.175,0.0004375,0.296657084,-0.04889695,0.07579415,0.037111718,0.045138195,0.04889695,1.0376507,1310.119172,1344.096092,-33.97691963,-0.025278639,0.004278,0.48522163,0.034861,0.0027897,-0.165669785,NA,NA
2/29/1996,0.0501756,0.15,0.000375,0.343353849,-0.04889695,0.07579415,0.037810447,0.045138195,0.04889695,1.0501756,1375.855188,1375.855188,0,0,0.003908,0.556877395,0.010088,0.0400876,0.004972719,NA,NA
3/29/1996,0.0152037,0.1,0.00025,0.316077808,-0.04889695,0.07579415,0.037757604,0.045138195,0.04889695,1.0152037,1396.773277,1396.773277,0,0,0.003943,0.511640986,0.009482099,0.005721601,0.0018699,NA,NA
4/30/1996,0.0813722,0.05,0.000125,0.354514621,-0.04889695,0.0813722,0.040670533,0.045138195,0.04889695,1.0813722,1510.431792,1510.431792,0,0,0.004579,0.537606578,0.015133,0.0662392,0.098933148,NA,NA
5/31/1996,0.0218131,0.1,0.00025,0.327956991,-0.04889695,0.0813722,0.040371541,0.045138195,0.04889695,1.0218131,1543.378991,1543.378991,0,0,0.003982,0.50224086,0.025257,-0.0034439,0.086072557,NA,NA
6/28/1996,-0.02448105,0.1,0.00025,0.204177592,-0.04889695,0.0813722,0.039185112,0.045138195,0.04889695,0.97551895,1505.595453,1543.378991,-37.78353825,-0.02448105,0.004,0.305714858,0.004033779,-0.028514829,-0.092830053,NA,NA
7/31/1996,-0.06991385,0.075,0.0001875,0.062974106,-0.06991385,0.0813722,0.044371601,0.058354555,0.06991385,0.93008615,1400.333478,1543.378991,-143.0455129,-0.092683336,0.004497,0.037989295,-0.044444,-0.02546985,-0.199460741,NA,NA
8/30/1996,0.050968,0.1,0.00025,0.103173296,-0.06991385,0.0813722,0.046232821,0.058354555,0.06991385,1.050968,1471.705675,1543.378991,-71.67331619,-0.04643922,0.004122,0.106417184,0.021928,0.02904,-0.148265635,NA,NA
9/30/1996,0.1144488,0.05,0.000125,0.220255481,-0.06991385,0.1144488,0.055296343,0.058354555,0.06991385,1.1144488,1640.140624,1640.140624,0,0,0.004375,0.250022186,0.055935534,0.058513266,0.055419853,NA,NA
10/31/1996,0.03253015,0.025,0.0000625,0.315274781,-0.06991385,0.1144488,0.052012572,0.058354555,0.06991385,1.03253015,1693.494644,1693.494644,0,0,0.004246,0.386068116,0.026798,0.00573215,0.155484302,NA,NA
11/29/1996,0.1388174,0.05,0.000125,0.452800154,-0.06991385,0.1388174,0.061683918,0.058354555,0.06991385,1.1388174,1928.581167,1928.581167,0,0,0.003941,0.471401641,0.076441,0.0623764,0.299436081,NA,NA
12/31/1996,-0.0478807,0.075,0.0001875,0.454352466,-0.06991385,0.1388174,0.061561373,0.057795618,0.06991385,0.9521193,1836.239351,1928.581167,-92.3418163,-0.0478807,0.004404,0.474362727,-0.019898269,-0.027982431,0.438209955,NA,NA
1/31/1997,0.11660025,0.15,0.000375,0.565006728,-0.06991385,0.1388174,0.066108647,0.057795618,0.06991385,1.11660025,2050.345319,2050.345319,0,0,0.004014,0.541586487,0.062827,0.05377325,0.537741306,NA,NA
2/28/1997,-0.0610178,0.05,0.000125,0.399302612,-0.06991385,0.1388174,0.072072052,0.065021023,0.06991385,0.9389822,1925.237758,2050.345319,-125.1075606,-0.0610178,0.003788,0.368345738,0.007752,-0.0687698,0.241824621,NA,NA
3/31/1997,-0.04708325,0.05,0.000125,0.313449604,-0.06991385,0.1388174,0.075453542,0.065021023,0.06991385,0.95291675,1834.591307,2050.345319,-215.7540112,-0.105228134,0.00431,0.282641085,-0.041778163,-0.005305087,0.2197283,NA,NA
4/30/1997,0.05576915,0.05,0.000125,0.282351786,-0.06991385,0.1388174,0.074079956,0.065021023,0.06991385,1.05576915,1936.904905,2050.345319,-113.4404134,-0.055327467,0.004313,0.25937988,0.060274,-0.00450485,0.093762023,NA,NA
5/30/1997,0.168391,0.05,0.000125,0.466303657,-0.06991385,0.168391,0.085067514,0.065021023,0.06991385,1.168391,2263.062259,2263.062259,0,0,0.004263,0.369192152,0.061401,0.10699,0.259669907,NA,NA
6/30/1997,-0.00194375,0,0,0.500179499,-0.06991385,0.168391,0.083860798,0.065021023,0.06991385,0.99805625,2258.663432,2263.062259,-4.398827266,-0.00194375,0.003744,0.397154578,0.043982331,-0.045926081,0.223767731,NA,NA
7/31/1997,0.15267375,0.05,0.000125,0.85920146,-0.0610178,0.168391,0.082555286,0.053792395,0.0610178,1.15267375,2603.502048,2603.502048,0,0,0.004294,0.628325406,0.080388,0.07228575,0.372170869,NA,NA
8/29/1997,-0.02244885,0.075,0.0001875,0.729324323,-0.0610178,0.168391,0.085627204,0.053792395,0.0610178,0.97755115,2545.056421,2603.502048,-58.44562695,-0.02244885,0.004058,0.534396122,-0.054975,0.03252615,0.377195625,NA,NA
9/30/1997,0.02625425,0,0,0.59247014,-0.0610178,0.168391,0.08333798,0.053792395,0.0610178,1.02625425,2611.874968,2611.874968,0,0,0.004576,0.460684911,0.05375974,-0.02750549,0.24124372,NA,NA
10/31/1997,-0.11252785,0.025,6.25E-05,0.368747343,-0.11252785,0.168391,0.094673676,0.084197323,0.11252785,0.88747215,2317.966294,2611.874968,-293.9086747,-0.11252785,0.003911,0.278137504,-0.032605,-0.07992285,0.095289388,NA,NA
11/28/1997,-0.0073203,0.1,0.00025,0.193104093,-0.11252785,0.168391,0.088678444,0.084197323,0.11252785,0.9926797,2300.998085,2611.874968,-310.8768833,-0.119024412,0.003773,0.159770038,0.046321,-0.0536413,-0.067922921,1.49913913,0.009450863
12/31/1997,-0.00349945,3.19189E-16,7.97973E-19,0.248718396,-0.11252785,0.168391,0.086568266,0.084197323,0.11252785,0.99650055,2292.945857,2611.874968,-318.9291111,-0.122107342,0.004629,0.206170767,0.016998945,-0.020498395,-0.057561484,1.496316675,0.011927853
1/30/1998,0.00108115,0.025,0.0000625,0.119530869,-0.11252785,0.168391,0.081356737,0.084197323,0.11252785,1.00108115,2295.424876,2611.874968,-316.4500927,-0.121158209,0.004204,0.1008573,0.011994,-0.01091285,-0.157072685,1.499847911,0.005470835
2/27/1998,0.09105255,0.125,0.0003125,0.300841495,-0.11252785,0.168391,0.080729065,0.07653332,0.11252785,1.09105255,2504.429164,2611.874968,-107.4458044,-0.041137423,0.003847,0.258556611,0.071956,0.01909655,-0.027279207,1.504819352,0.01387079
3/31/1998,-0.0029723,0.05,0.000125,0.36105804,-0.11252785,0.168391,0.078108536,0.0629844,0.11252785,0.9970277,2496.985249,2611.874968,-114.8897192,-0.04398745,0.004485,0.314106033,0.051226759,-0.054199059,-0.100198034,1.457240755,0.016836176
4/30/1998,0.0454734,0.1,0.00025,0.347785145,-0.11252785,0.168391,0.077840361,0.0629844,0.11252785,1.0454734,2610.531658,2611.874968,-1.343310161,-0.000514309,0.004308,0.30417125,0.011275,0.0341984,-0.040751923,1.442465181,0.016414122
5/29/1998,-0.08751465,0.1,0.00025,0.052587875,-0.11252785,0.15267375,0.070550331,0.09877059,0.11252785,0.91248535,2382.071894,2611.874968,-229.8030745,-0.087983949,0.003805,0.033869378,-0.017674,-0.06984065,-0.358459061,1.496010966,0.001597245
6/30/1998,-0.00982895,0.1,0.00025,0.044271845,-0.11252785,0.15267375,0.070673,0.09877059,0.11252785,0.99017105,2358.658628,2611.874968,-253.2163401,-0.096948109,0.004021,0.024186217,0.040845598,-0.050674548,-0.364627937,1.469122389,0.001163492
7/31/1998,0.01943925,0.175,0.0004375,-0.076432767,-0.11252785,0.09105255,0.054015585,0.09877059,0.11252785,1.01943925,2404.509183,2611.874968,-207.3657853,-0.079393458,0.003873,-0.173255168,-0.010109,0.02954825,-0.503290767,1.428111827,-0.006553044
8/31/1998,-0.14595205,0.15,0.000375,-0.193115673,-0.14595205,0.09105255,0.067641147,0.12756874,0.14595205,0.85404795,2053.566139,2611.874968,-558.3088299,-0.21375787,0.004012,-0.290453077,-0.143124,-0.00282805,-0.618163051,1.267706075,-0.01549774
9/30/1998,0.13029015,0.05,0.000125,-0.111318265,-0.14595205,0.13029015,0.079168076,0.12756874,0.14595205,1.13029015,2321.125579,2611.874968,-290.7493896,-0.111318265,0.003875,-0.137915491,0.062975143,0.067315007,-0.342819761,1.317351303,-0.008288225
10/30/1998,0.0631612,0.1,0.00025,0.064610241,-0.14595205,0.13029015,0.073920893,0.11381148,0.14595205,1.0631612,2467.730656,2611.874968,-144.1443127,-0.05518806,0.003353,0.050983556,0.080111,-0.0169498,-0.255180719,1.278035317,0.002948862
11/30/1998,0.05958345,0.15,0.000375,0.136361903,-0.14595205,0.13029015,0.07519024,0.11381148,0.14595205,1.05958345,2614.766562,2614.766562,0,0,0.003233,0.124870761,0.062164,-0.00258055,-0.162939081,1.276369251,0.007356071
12/31/1998,0.10739355,0.05,0.000125,0.262819013,-0.14595205,0.13029015,0.079614243,0.11381148,0.14595205,1.10739355,2895.575625,2895.575625,0,0,0.003779,0.234894893,0.059502766,0.047890784,-0.019405691,1.290187482,0.014494776
1/29/1999,0.007435,0.15,0.000375,0.27083411,-0.14595205,0.13029015,0.079479128,0.11381148,0.14595205,1.007435,2917.10423,2917.10423,0,0,0.003494,0.242700615,0.0428,-0.035365,-0.065479353,1.279022601,0.015081542
2/26/1999,-0.085772,0.1,0.00025,0.064872748,-0.14595205,0.13029015,0.08209023,0.11381148,0.14595205,0.914228,2666.898366,2917.10423,-250.205864,-0.085772,0.003372,0.055960831,-0.031935,-0.053837,-0.19669432,1.312495253,0.003500079
3/31/1999,0.00999125,0.1,0.00025,0.078718433,-0.14595205,0.13029015,0.082012305,0.11381148,0.14595205,1.00999125,2693.544014,2917.10423,-223.5602157,-0.076637719,0.004076,0.069601954,0.038814578,-0.028823328,-0.156160332,1.306687219,0.004368464
4/30/1999,-0.02464555,0.25,0.000625,0.006369769,-0.14595205,0.13029015,0.081711689,0.11381148,0.14595205,0.97535445,2627.160141,2917.10423,-289.9440894,-0.099394491,0.003784,-0.001118108,0.037559,-0.06220455,-0.335055734,1.301192105,-7.02145E-05
5/28/1999,0.0040729,0.2,0.0005,0.107380641,-0.14595205,0.13029015,0.076537757,0.112853023,0.14595205,1.0040729,2637.860301,2917.10423,-279.2439289,-0.095726415,0.003463,0.098898029,-0.023159,0.0272319,-0.160421856,1.276172173,0.005931357
6/30/1999,0.04239575,0.15,0.000375,0.165787339,-0.14595205,0.13029015,0.07671393,0.112853023,0.14595205,1.04239575,2749.694367,2917.10423,-167.409863,-0.057389058,0.004098,0.155318271,0.054284253,-0.011888503,-0.088568788,1.264969669,0.009419257
7/30/1999,-0.0315902,0.125,0.0003125,0.107432232,-0.14595205,0.13029015,0.077888098,0.112853023,0.14595205,0.9684098,2662.830972,2917.10423,-254.273258,-0.087166326,0.003658,0.0986099,-0.03022,-0.0013702,-0.158375508,1.250650182,0.006141236
8/31/1999,0.0244265,0.1,0.00025,0.328359755,-0.085772,0.13029015,0.060102534,0.05597201,0.085772,1.0244265,2727.874613,2917.10423,-189.2296173,-0.064868994,0.003876,0.364212319,-0.005004,0.0294305,-0.085784542,1.23770904,0.017685969
9/30/1999,-0.0184045,0.2,0.0005,0.153608176,-0.085772,0.10739355,0.051219644,0.05597201,0.085772,0.9815955,2677.669444,2917.10423,-239.4347856,-0.082079613,0.003705,0.185730093,-0.028220208,0.009815708,-0.2441324,1.200554422,0.007923863
10/29/1999,0.05757535,0.2,0.0005,0.147547117,-0.085772,0.10739355,0.050747228,0.05597201,0.085772,1.05757535,2831.8372,2917.10423,-85.26703012,-0.029230025,0.003581,0.177912017,0.064238,-0.00666265,-0.219402011,1.194236816,0.007560093
11/30/1999,0.07714435,0.1,0.00025,0.166565874,-0.085772,0.10739355,0.052446709,0.05597201,0.085772,1.07714435,3050.29744,3050.29744,0,0,0.003811,0.199131338,0.020822,0.05632235,-0.064101977,1.156294636,0.009032113
12/31/1999,0.0733449,0.025,6.25E-05,0.130697873,-0.085772,0.07714435,0.047646005,0.05597201,0.085772,1.0733449,3274.021201,3274.021201,0,0,0.003764,0.159670173,0.062354189,0.010990711,-0.156886334,1.151402451,0.006607286
